Pm;Vm;Im;Voc;Isc;Voc_coeff;Isc_coeff;Rs;Iph;I0;Rp;n
4.015;0.5;8.03;0.61;8.48;-0.32;0.06;0.004733667;8.4906;6.6037E-11;10.15352333;0.92844
2.560458333;0.523611111;4.89;0.63;5.32;-0.36541;0.035771;0.005510694;5.3301;2.0698E-10;2.897693056;1.0247
3.58672;0.464;7.73;0.6035;8.36;-0.342;0.133;0.008999667;8.3921;1.6648E-10;2.774325;0.9542
3.499333333;0.483333333;7.24;0.6;7.82;-0.32611;0.050499;0.006309667;7.9264;7.5234E-11;1.529118333;0.92197
3.888263889;0.506944444;7.67;0.625138889;8.52;-0.388;0.048005;0.005018472;8.552;7.0867E-10;1.1856875;1.051
3.926866667;0.498333333;7.88;0.62;8.47;-0.34;-0.0010035;0.006073;8.4869;1.2717E-10;3.042325;0.96916
3.49896;0.478;7.32;0.604;7.93;-0.34089;0.073203;0.0074364;7.9867;1.3789E-10;2.017492;0.95009
2.500666667;0.504166667;4.96;0.618055556;5.31;-0.31;0.05;0.008415278;5.3189;2.7203E-11;5.036776389;0.92611
3.80874;0.494;7.71;0.616;8.23;-0.32571;0.038202;0.0064752;8.2413;7.6985E-11;4.728958;0.94466
4.307722222;0.515277778;8.36;0.627777778;8.91;-0.4279;0.0867;0.003543333;8.9186;2.6727E-09;7.461855556;1.1148
4.085;0.5;8.17;0.618333333;8.74;-0.36539;0.063696;0.005176167;8.7659;3.576E-10;3.731541667;1.0068
2.567111111;0.501388889;5.12;0.629166667;5.23;-0.324;0.040994;0.0107875;5.3479;4.6147E-11;321.1885431;0.96126
1.10625;0.375;2.95;0.51;3.37;-0.316;0.00029674;0.02685;3.4182;1.9862E-11;1.602582;0.77016
3.537472222;0.481944444;7.34;0.609722222;7.98;-0.36;0.06;0.007386667;8.0068;2.6838E-10;2.198484722;0.98539
4.648013889;0.526388889;8.83;0.6425;9.16;-0.35601;0.07;0.004260972;9.2478;2.7689E-10;27.64528056;1.0321
2.573277778;0.505555556;5.09;0.620833333;5.5;-0.374;0.089;0.007374583;5.5105;3.1109E-10;3.8552375;1.0253
3.673333333;0.483333333;7.6;0.603333333;8.05;-0.31901;0.043006;0.006594;8.0596;5.8687E-11;9.756703333;0.91595
2.299166667;0.494444444;4.65;0.6;5.2;-0.419;0.096;0.005458194;5.215;1.1987E-09;1.666690278;1.0557
3.9576;0.51;7.76;0.608055556;8.07;-0.34;0.05;0.00306375;8.1216;1.3285E-10;28.892025;0.95301
4.117743333;0.500333333;8.23;0.619;8.76;-0.344;0.05;0.005393833;8.7745;1.655E-10;5.460131667;0.97618
2.304533333;0.496666667;4.64;0.615833333;5.05;-0.39001;0.12101;0.008864444;5.0632;5.0297E-10;3.397740278;1.0423
3.749833333;0.496666667;7.55;0.611666667;8.2;-0.387;0.086963;0.004963;8.2188;7.0615E-10;2.167706667;1.0287
3.862833333;0.501666667;7.7;0.615;8.1;-0.38561;0.043704;0.004686833;8.1327;6.3446E-10;22.629615;1.0286
3.751;0.484;7.75;0.619;8.3;-0.31901;0.012;0.008330833;8.3159;5.7393E-11;4.3507;0.93812
2.5;0.5;5;0.6;5.6;-0.37;0.05;0.004600139;5.6183;2.5715E-10;1.4090375;0.98419
3.917066667;0.493333333;7.94;0.621666667;8.4;-0.353;0.057;0.006825667;8.4383;2.2257E-10;10.02627333;0.99366
4.337066667;0.506666667;8.56;0.623333333;9.24;-0.36299;0.054502;0.004640167;9.2583;3.4209E-10;2.343958333;1.0112
4.368055556;0.513888889;8.5;0.631944444;9;-0.346;0.041;0.004921111;9.027;1.8085E-10;7.436748611;0.99889
4.08397;0.502333333;8.13;0.621166667;8.73;-0.35001;0.04;0.005367833;8.7449;2.0099E-10;3.155345;0.9879
3.50135;0.488333333;7.17;0.611666667;7.77;-0.36471;0.050103;0.006790833;7.7911;3.0302E-10;2.502703333;0.99453
3.65925;0.478333333;7.65;0.605;8.24;-0.34;0.040995;0.007243333;8.2611;1.3213E-10;2.977866667;0.94822
4.164430556;0.509722222;8.17;0.627777778;8.61;-0.319;0.049001;0.005450417;8.6779;6.3543E-11;5.5036;0.95347
3.769266667;0.478333333;7.88;0.608333333;8.46;-0.36411;0.056998;0.007225333;8.4743;3.2804E-10;4.266315;0.9883
2.441361111;0.497222222;4.91;0.608333333;5.21;-0.36281;0.0319;0.007368056;5.2187;1.8664E-10;12.07764861;0.98475
3.838133333;0.493333333;7.78;0.613333333;8.34;-0.3856;0.066103;0.005572667;8.3504;6.6935E-10;4.480623333;1.0276
3.847783333;0.501666667;7.67;0.623333333;8.22;-0.3831;0.055304;0.0057325;8.2302;5.9907E-10;4.616123333;1.0401
3.472875;0.476388889;7.29;0.604583333;7.78;-0.32991;0.021401;0.007983194;7.7901;8.3311E-11;6.179623611;0.932
4.086933333;0.526666667;7.76;0.624666667;8.35;-0.35;0.05;0.002562167;8.3586;1.9444E-10;2.510128333;0.99425
3.403519444;0.474027778;7.18;0.602638889;7.68;-0.32989;0.021406;0.008202361;7.6923;8.2104E-11;5.116931944;0.92903
3.877883333;0.501666667;7.73;0.626666667;8.17;-0.37471;0.053599;0.006207;8.2626;4.5484E-10;4.435888333;1.0333
4.028283333;0.510555556;7.89;0.635;8.6;-0.3397;0.063698;0.006120278;8.6299;1.4048E-10;1.760786111;0.99666
3.3205;0.483333333;6.87;0.6;7.67;-0.40711;0.073598;0.0056655;7.7073;1.2043E-09;1.165446667;1.0374
2.3625;0.486111111;4.86;0.613888889;5.28;-0.40251;0.0475;0.010355556;5.3435;7.0495E-10;2.543168056;1.0525
3.681055556;0.480555556;7.66;0.595694444;8.21;-0.3982;0.047296;0.005175;8.2354;9.5725E-10;3.765477778;1.0144
2.65125;0.525;5.05;0.626388889;5.55;-0.4231;0.031514;0.003373056;5.5609;1.3259E-09;2.216691667;1.103
4.25905;0.515;8.27;0.631666667;8.86;-0.33699;0.043995;0.004932667;8.8733;1.2774E-10;3.281515;0.98572
3.611805556;0.486111111;7.43;0.608333333;8.35;-0.34461;0.037497;0.006537361;8.41;1.5477E-10;0.909577778;0.96112
2.5;0.520833333;4.8;0.629166667;5.3;-0.37871;0.069396;0.005757708;5.3148;3.372E-10;2.058557292;1.0456
4.02725;0.502777778;8.01;0.623611111;8.48;-0.319;0.048998;0.006020417;8.4914;6.2387E-11;9.216641667;0.94708
4.250133333;0.510833333;8.32;0.625;8.86;-0.374;0.107;0.004317333;8.8973;5.1777E-10;4.222675;1.033
3.580966667;0.496666667;7.21;0.602;7.74;-0.33001;0.05;0.004554667;7.7519;8.6543E-11;2.966868333;0.93011
3.33135;0.495;6.73;0.61;7.52;-0.324;0.026995;0.006249167;7.5451;6.4321E-11;1.149427778;0.93421
2.295833333;0.483333333;4.75;0.597222222;5.07;-0.33;0.042998;0.009089028;5.0765;5.6253E-11;7.0987;0.9221
4.028444444;0.488888889;8.24;0.619583333;8.62;-0.3299;0.021404;0.007184583;8.6789;9.3185E-11;22.76194861;0.95492
3.67975;0.498611111;7.38;0.608333333;8.15;-0.37;0.08;0.004460694;8.1781;3.9461E-10;1.292873611;0.99926
3.834025;0.509166667;7.53;0.615;8.15;-0.34799;0.093006;0.003959167;8.1651;1.8855E-10;2.140591667;0.9788
2.428833333;0.491666667;4.94;0.595833333;5.26;-0.38249;0.038099;0.0058075;5.2652;3.6708E-10;9.051072222;0.99218
3.7485;0.49;7.65;0.611666667;8.19;-0.37;0.08;0.0060935;8.204;4.0141E-10;4.55758;1.0035
3.6105;0.483333333;7.47;0.611111111;8.09;-0.313;0.054005;0.007717639;8.1221;4.6926E-11;2.169761111;0.92044
3.7345;0.485;7.7;0.613333333;8.2;-0.31799;0.011;0.007522833;8.2905;5.4663E-11;2.791183333;0.92823
4.581966667;0.523055556;8.76;0.635138889;9.27;-0.34896;0.037001;0.003937778;9.3093;2.0591E-10;5.237883333;1.0081
1.056923077;0.440384615;2.4;0.556730769;3.15;-0.40781;-0.0087937;0.016804808;3.229;4.2275E-10;0.670215385;0.96484
3.834266667;0.496666667;7.72;0.615;8.36;-0.33;0.02;0.005877;8.3834;8.885E-11;2.10025;0.94858
3.6105;0.483333333;7.47;0.611111111;8.1;-0.372;0.067;0.007117361;8.1231;4.1492E-10;2.494576389;1.005
3.7534;0.49;7.66;0.615;8.2;-0.35599;0.07;0.006652667;8.2117;2.4471E-10;4.744418333;0.9883
4.081968333;0.512166667;7.97;0.629;8.54;-0.34621;0.054403;0.0050925;8.5524;1.7542E-10;3.513343333;0.99566
2.484375;0.520833333;4.77;0.616666667;5.11;-0.3709;0.064697;0.003565694;5.1158;2.5168E-10;5.116340278;1.0123
3.92;0.8;4.9;0.983;5.47;-0.39959;0.073693;0.011333;5.4936;6.7501E-10;2.627235;1.6818
2.498805556;0.502777778;4.97;0.613888889;5.36;-0.37921;0.047201;0.00677875;5.3689;3.3861E-10;4.188030556;1.0185
4.166586667;0.515666667;8.08;0.631333333;8.67;-0.36169;0.0688;0.004658;8.6858;3.1428E-10;3.193853333;1.023
3.148125;0.479166667;6.57;0.611111111;7;-0.36309;0.041229;0.008975833;7.0236;2.5706E-10;8.293923611;0.99023
4.0015;0.503333333;7.95;0.625;8.61;-0.33301;0.082997;0.005941167;8.6342;1.1336E-10;2.112231667;0.97223
2.5;0.5;5;0.625;5.2;-0.324;0.041;0.010513056;5.2448;4.6301E-11;40.30490556;0.95585
2.368333333;0.483333333;4.9;0.6;5.47;-0.341;0.021005;0.008990972;5.502;8.6628E-11;1.518213889;0.94167
3.752466667;0.501666667;7.48;0.613333333;8.16;-0.37899;0.071005;0.004549667;8.1789;5.28E-10;1.823906667;1.0193
2.323611111;0.486111111;4.78;0.613888889;5.15;-0.37921;0.047146;0.010970417;5.1619;3.2624E-10;5.392656944;1.0184
3.8315;0.485;7.9;0.611666667;8.4;-0.33899;0.124;0.006884167;8.4929;1.4902E-10;2.998231667;0.96224
3.540222222;0.494444444;7.16;0.604166667;7.84;-0.30301;0.040995;0.005457917;7.8691;2.9446E-11;1.469844444;0.89557
3.895;0.5125;7.6;0.613888889;8.2;-0.34369;0.047305;0.003369722;8.2121;1.5133E-10;2.292776389;0.96799
4.000505;0.4945;8.09;0.611166667;8.62;-0.34401;0.05;0.005341;8.6522;1.6291E-10;3.978593333;0.96395
4.097916667;0.486111111;8.43;0.597222222;9.15;-0.338;0.040896;0.004637083;9.1766;1.3557E-10;1.698295833;0.93358
3.865866667;0.506666667;7.63;0.621833333;8.1;-0.37601;0.034494;0.004937167;8.1363;4.5522E-10;5.082076667;1.0259
4.1715;0.515;8.1;0.623333333;8.62;-0.3669;0.057599;0.003757;8.6396;3.6828E-10;4.666991667;1.0167
2.4465;0.485416667;5.04;0.598958333;5.51;-0.396;0.101;0.007312604;5.5255;6.4289E-10;2.600655208;1.0211
4.167819444;0.511388889;8.15;0.64;8.53;-0.3;0.04;0.006895833;8.6258;2.9027E-11;11.83137639;0.94317
3.886666667;0.488888889;7.95;0.608333333;8.3;-0.356;0.090398;0.005794722;8.3653;2.5803E-10;18.91187083;0.97849
3.2291875;0.48125;6.71;0.6;7.32;-0.35649;0.045;0.006802917;7.3707;2.1267E-10;1.739535417;0.96419
2.295833333;0.483333333;4.75;0.6;5.07;-0.36419;0.0037081;0.009139167;5.0896;1.8233E-10;6.883604167;0.97164
3.821475;0.5075;7.53;0.609444444;8.01;-0.36611;0.034694;0.003386111;8.0192;3.2191E-10;5.413443056;0.9915
3.667833333;0.491666667;7.46;0.613333333;8.3;-0.39106;0.056843;0.005880833;8.343;7.7274E-10;1.158361667;1.0363
4.1667;0.51;8.17;0.627037037;8.59;-0.35641;0.053725;0.004970556;8.6544;2.5589E-10;8.005259259;1.007
3.929064286;0.530238095;7.41;0.615952381;8.15;-0.3283;0.054945;0.001177167;8.1575;8.489E-11;1.2846;0.9503
3.4969;0.481666667;7.26;0.606666667;7.91;-0.34701;0.036005;0.007235667;7.9394;1.6164E-10;1.946088333;0.96076
3.747916667;0.486111111;7.71;0.622222222;8.14;-0.34411;-0.0086978;0.008260556;8.2163;1.4239E-10;6.922051389;0.97782
2.866875;0.515625;5.56;0.63125;5.94;-0.36;0.05;0.00682;5.9465;1.9775E-10;6.416890625;1.0191
3.820833333;0.486111111;7.86;0.597222222;8.52;-0.359;0.063005;0.004763889;8.554;2.7761E-10;1.864586111;0.96401
4.1664;0.497777778;8.37;0.622222222;8.81;-0.34268;0.065812;0.006036944;8.8959;1.6375E-10;5.622458333;0.98027
3.821583333;0.504166667;7.58;0.630555556;8.19;-0.3513;0.073199;0.006646806;8.2104;2.0735E-10;2.666579167;1.007
3.469125;0.4785;7.25;0.605;7.99;-0.35639;0.067272;0.007363167;8.0312;2.3842E-10;1.42959;0.97361
3.780033333;0.503333333;7.51;0.618333333;7.98;-0.37601;0.034499;0.005049833;8.0314;4.4902E-10;4.679686667;1.0202
4.08;0.51;8;0.625;8.4;-0.3856;0.043702;0.004561333;8.4473;6.5851E-10;17.09100333;1.0454
2.787652778;0.515277778;5.41;0.629166667;5.7;-0.3772;0.064596;0.006479306;5.751;3.4963E-10;8.161211111;1.0416
3.9585;0.505555556;7.83;0.616666667;8.48;-0.37041;0.055896;0.004319028;8.4968;4.0417E-10;2.179444444;1.0113
3.5046;0.495;7.08;0.603333333;7.82;-0.325;0.055;0.005037833;7.8514;7.1932E-11;1.25263;0.92626
4.110090278;0.504305556;8.15;0.628333333;8.66;-0.32869;0.056536;0.006161944;8.6931;9.3664E-11;4.933315278;0.96898
3.754266667;0.493333333;7.61;0.615;8.2;-0.34621;0.07;0.006281667;8.2192;1.7224E-10;2.832771667;0.97457
3.889351852;0.501851852;7.75;0.612962963;8.47;-0.22779;0.079398;0.005871111;8.5085;1.0183E-12;1.291012963;0.80339
4.097166667;0.516666667;7.93;0.627777778;8.53;-0.34969;0.08;0.004278333;8.5433;2.0605E-10;2.74815;1.0006
3.333597222;0.668055556;4.99;0.825;5.34;-0.34401;0.052996;0.011505833;5.3894;1.0163E-10;5.429613889;1.3019
2.438472222;0.502777778;4.85;0.609722222;5.3;-0.39909;0.043811;0.005730417;5.3114;6.2594E-10;2.672726389;1.0401
3.702703704;0.475925926;7.78;0.607407407;8.68;-0.3772;0.036601;0.007315;8.7402;5.0011E-10;1.054944444;1.0053
3.9423;0.51;7.73;0.625166667;8.2;-0.37601;0.0345;0.0048105;8.2392;4.6167E-10;5.80631;1.0314
4.191213889;0.521944444;8.03;0.625972222;8.55;-0.33732;0.061602;0.003440278;8.5566;1.2843E-10;4.431147222;0.97826
3.3345;0.475;7.02;0.57;7.86;-0.36;0.04;0.003224;7.8867;2.5222E-10;0.948943333;0.92108
4.259822222;0.522037037;8.16;0.63;8.66;-0.35999;0.06;0.003626111;8.7083;2.931E-10;3.934212963;1.0176
4.2585;0.51;8.35;0.633333333;8.75;-0.443;0.041006;0.004819167;8.8486;3.7878E-09;22.87179333;1.1429
4.03442;0.526;7.67;0.650833333;8.16;-0.34;0.06;0.006124333;8.204;1.3526E-10;4.141781667;1.0211
3.195;0.5625;5.68;0.669444444;6.05;-0.31;0.016;0.004809306;6.0553;2.9343E-11;5.5112125;1.0009
3.576;0.496666667;7.2;0.606666667;8;-0.3522;0.0877;0.004814;8.0338;2.1149E-10;1.138856667;0.97205
3.611180556;0.484722222;7.45;0.608333333;8.04;-0.39;0.06;0.006402917;8.056;7.3521E-10;3.2258375;1.0253
4.2951;0.515;8.34;0.631666667;8.72;-0.3462;0.054404;0.0048455;8.8052;1.8139E-10;9.844876667;0.99949
3.889166667;0.498611111;7.8;0.613333333;8.35;-0.3115;0.026407;0.005547361;8.3643;4.3744E-11;3.250441667;0.9198
3.8346;0.484166667;7.92;0.614166667;8.32;-0.32806;0.057476;0.007452833;8.4073;8.8837E-11;13.50031333;0.94605
3.960729167;0.489583333;8.09;0.608333333;8.73;-0.34901;0.059003;0.005579792;8.8158;1.9962E-10;1.701104167;0.96763
4.170083333;0.511666667;8.15;0.636666667;8.82;-0.35;0.06;0.0058955;8.8429;2.0872E-10;2.271858333;1.014
3.5;0.5;7;0.61;7.75;-0.32399;0.027006;0.005242833;7.7834;6.5394E-11;1.217793333;0.93342
4.029;0.526666667;7.65;0.626666667;8.1;-0.36301;0.117;0.002721833;8.1493;3.3127E-10;4.220293333;1.0202
4.073211458;0.513645833;7.93;0.62125;8.43;-0.36781;0.043998;0.003764479;8.4759;3.6443E-10;3.680040625;1.0139
3.67;0.5;7.34;0.61;8.1;-0.35221;0.087704;0.004680833;8.1293;2.1471E-10;1.293965;0.97716
3.929714286;0.503809524;7.8;0.618095238;8.4;-0.37958;0.039;0.0047;8.4133;5.3135E-10;2.964871429;1.0255
3.95635;0.492083333;8.04;0.616666667;8.91;-0.36;0.03;0.006121458;8.958;2.8374E-10;1.136710417;0.9954
3.667383333;0.488333333;7.51;0.608333333;7.93;-0.34501;0.080996;0.006309333;7.9502;1.6354E-10;13.978925;0.96244
4.5866;0.538333333;8.52;0.641666667;8.99;-0.356;0.107;0.002721667;8.9954;2.8446E-10;13.60113167;1.0332
3.917666667;0.486666667;8.05;0.616333333;8.65;-0.355;0.051006;0.0069635;8.6665;2.4206E-10;3.642718333;0.98796
4.090893939;0.492878788;8.3;0.620757576;8.81;-0.34301;0.072894;0.006563788;8.8381;1.6668E-10;7.062456061;0.97883
3.67;0.5;7.34;0.61;8.1;-0.3847;0.080296;0.004342333;8.126;6.3752E-10;1.352016667;1.0229
4.306388889;0.513888889;8.38;0.636111111;9;-0.34581;0.0413;0.005440417;9.0234;1.7846E-10;2.881743056;1.0056
4.231011111;0.513472222;8.24;0.640972222;8.57;-0.34689;0.06762;0.006217083;8.6505;1.8668E-10;29.34413194;1.0159
4.02255;0.532083333;7.56;0.620416667;8.38;-0.32834;0.054952;0.001424542;8.3909;8.7166E-11;1.092947917;0.95748
4.166541667;0.501388889;8.31;0.620833333;8.78;-0.4051;0.075604;0.004851667;8.8434;1.3292E-09;12.86664306;1.0686
4.1814;0.5175;8.08;0.620666667;8.59;-0.35;0.05;0.003277667;8.5953;2.0123E-10;5.302391667;0.98748
3.68;0.5;7.36;0.591666667;8.26;-0.32;0.04;0.00254875;8.3399;5.8775E-11;0.755195833;0.90029
3.749833333;0.496666667;7.55;0.614166667;8.09;-0.37001;0.12;0.005484;8.1085;4.2062E-10;3.85404;1.0102
4.318045455;0.501515152;8.61;0.632575758;9.03;-0.34271;0.065814;0.006566667;9.1162;1.6833E-10;10.78713636;0.99646
4.086885;0.5115;7.99;0.6295;8.55;-0.35301;0.104;0.005150167;8.5609;2.4158E-10;4.040738333;1.0094
3.60185;0.478333333;7.53;0.605;8.35;-0.37099;0.085006;0.006942167;8.3977;4.2181E-10;1.215018333;0.99555
3.83579;0.493666667;7.77;0.612166667;8.32;-0.34601;0.1;0.005757667;8.3321;1.821E-10;3.944281667;0.97143
4.028444444;0.488888889;8.24;0.613888889;8.59;-0.31;0.05;0.006666944;8.7185;4.4892E-11;15.10991944;0.91944
3.5937;0.492962963;7.29;0.600925926;7.84;-0.34;0.09;0.004791296;7.8715;1.3577E-10;2.369983333;0.94501
3.3335;0.491666667;6.78;0.6;7.52;-0.325;0.055;0.0053145;7.5534;6.9061E-11;1.19668;0.92126
3.7296875;0.48125;7.75;0.596944444;8.34;-0.32871;0.056535;0.005799444;8.424;8.9856E-11;1.786788889;0.92114
4.210597222;0.523055556;8.05;0.623055556;8.54;-0.32851;0.060012;0.003028889;8.5448;9.2023E-11;5.429116667;0.96078
4.168333333;0.508333333;8.2;0.6365;8.88;-0.3232;0.0383;0.006560667;8.9079;7.4929E-11;2.090185;0.9728
2.5;0.5;5;0.622222222;5.35;-0.444;0.072;0.008045972;5.3535;2.4749E-09;13.26533194;1.1272
4.03668125;0.500208333;8.07;0.629791667;8.6;-0.32071;0.078279;0.007014792;8.6878;7.0801E-11;2.523272917;0.96114
3.916431667;0.490166667;7.99;0.608;8.47;-0.3756;0.046305;0.005345833;8.5057;4.7872E-10;7.410443333;1.0031
3.5893;0.476666667;7.53;0.601666667;8.13;-0.34;0.040996;0.007161667;8.1703;1.3036E-10;2.341658333;0.94317
3.747366667;0.481666667;7.78;0.606666667;8.34;-0.34;0.040995;0.006860333;8.3754;1.3401E-10;3.150481667;0.95079
4.029269444;0.498055556;8.09;0.620138889;8.64;-0.34;0.039005;0.005970694;8.6603;1.3856E-10;4.160720833;0.97166
2.431777778;0.490277778;4.96;0.618055556;5.34;-0.34501;0.049101;0.010966806;5.352;1.0414E-10;4.875618056;0.97635
2.218125;0.4875;4.55;0.6125;5;-0.44399;0.072;0.009710833;5.0168;2.2943E-09;2.8937125;1.1108
2.431777778;0.490277778;4.96;0.613888889;5.2;-0.40389;0.042519;0.009333333;5.2732;7.298E-10;35.26565556;1.0527
4.096111111;0.506944444;8.08;0.625;8.53;-0.319;0.049004;0.005547361;8.6245;6.2853E-11;3.483968056;0.94936
4.242427273;0.49969697;8.49;0.630909091;8.93;-0.3427;0.065812;0.006696515;9.0259;1.6632E-10;7.584968182;0.99387
2.289583333;0.486111111;4.71;0.604166667;5.25;-0.39301;0.03;0.008724444;5.2764;4.9894E-10;1.736230556;1.0218
4.25715;0.505;8.43;0.623333333;8.98;-0.42051;0.078396;0.004446;8.9872;2.1505E-09;9.861745;1.0955
3.835;0.491666667;7.8;0.613333333;8.22;-0.32799;0.059501;0.0063905;8.2718;8.7451E-11;11.32966;0.94483
3.483541667;0.479166667;7.27;0.604166667;8.02;-0.3699;0.05081;0.00699375;8.0598;3.7112E-10;1.409579167;0.99027
4.188888889;0.523611111;8;0.634722222;8.3;-0.31801;0.035;0.004545972;8.3616;5.7926E-11;35.26414444;0.96153
3.7625;0.501666667;7.5;0.625;8.23;-0.34101;0.043998;0.0064365;8.2651;1.3641E-10;1.508548333;0.98186
3.7506;0.47;7.98;0.608333333;8.48;-0.36;0.06;0.008374375;8.5066;2.8822E-10;11.64752917;0.9824
4.23325;0.5125;8.26;0.631944444;8.68;-0.31901;0.048998;0.005515694;8.7509;6.4186E-11;6.047476389;0.95982
2.452598958;0.509895833;4.81;0.625208333;5.2;-0.361;0.08;0.007892396;5.2106;1.8662E-10;3.854820833;1.0131
2.758166667;0.514583333;5.36;0.626041667;5.73;-0.36;0.05;0.006345938;5.7342;1.906E-10;6.232435417;1.0107
3.819361111;0.498611111;7.66;0.616944444;8.37;-0.33001;0.06;0.005845139;8.3892;9.4508E-11;1.669113889;0.95425
3.917666667;0.486666667;8.05;0.616666667;8.55;-0.319;0.049006;0.007358667;8.6191;6.2944E-11;3.7318;0.93672
3.832183333;0.498333333;7.69;0.616666667;8.24;-0.41541;0.070801;0.0050165;8.3171;1.678E-09;2.544763333;1.0766
3.918583333;0.491666667;7.97;0.615;8.48;-0.3978;0.049399;0.005767167;8.5806;9.8763E-10;3.062693333;1.0471
3.9572;0.52;7.61;0.620972222;8.1;-0.43391;0.076605;0.002281111;8.1023;2.843E-09;8.425476389;1.1107
4.33526;0.508833333;8.52;0.637666667;8.72;-0.369;0.060998;0.006055833;8.9203;4.1189E-10;37.09501167;1.043
3.515;0.475;7.4;0.608333333;7.9;-0.40101;0.071;0.007837833;7.9694;1.0435E-09;4.242126667;1.0413
3.8199;0.51;7.49;0.608055556;7.96;-0.355;0.10399;0.002939444;7.9735;2.4159E-10;4.931704167;0.9778
4.167473611;0.515138889;8.09;0.630833333;8.69;-0.35621;0.067503;0.004716806;8.7033;2.5964E-10;3.075925;1.0141
3.959236111;0.493055556;8.03;0.625;8.37;-0.4162;0.078996;0.006623056;8.4941;1.7754E-09;56.8154125;1.0915
4.025291667;0.518055556;7.77;0.641666667;8.39;-0.3513;0.073194;0.005879028;8.4089;2.1233E-10;2.610833333;1.0247
3.45;0.479166667;7.2;0.604166667;7.9;-0.36;0.07;0.007173542;7.935;2.6884E-10;1.62048125;0.97737
4.095;0.5;8.19;0.623333333;8.79;-0.40219;0.073595;0.005394667;8.8557;1.2031E-09;2.627131667;1.0692
4.1648;0.506666667;8.22;0.62;9.2;-0.35;0.05;0.004447167;9.246;2.1124E-10;0.889555;0.98804
3.844521667;0.481166667;7.99;0.612;8.55;-0.36411;0.057006;0.007183;8.569;3.3213E-10;5.166808333;0.99419
4.096347222;0.501388889;8.17;0.615277778;8.88;-0.37781;0.070203;0.004457778;8.9009;5.5291E-10;1.893591667;1.0206
2.36;0.491666667;4.8;0.613888889;5.15;-0.301;0.06301;0.010871389;5.1615;1.8658E-11;4.876047222;0.90778
3.832306667;0.486333333;7.88;0.622833333;8.66;-0.34439;0.084804;0.0079895;8.7069;1.7348E-10;1.473845;0.98588
2.498805556;0.502777778;4.97;0.613888889;5.36;-0.401;0.041007;0.006451111;5.3677;6.7284E-10;4.4908875;1.0492
3.337481481;0.474074074;7.04;0.594444444;7.82;-0.3457;0.063286;0.00690963;7.8661;1.5791E-10;1.171068519;0.94188
2.361333333;0.488888889;4.83;0.616666667;5.29;-0.37563;0.027391;0.010755417;5.3113;2.8712E-10;2.675454167;1.0172
4.1648;0.506666667;8.22;0.625;8.89;-0.366;0.037998;0.005002167;8.9094;3.5565E-10;2.288386667;1.0173
4.081012963;0.51462963;7.93;0.623888889;8.54;-0.32829;0.054953;0.004310741;8.5553;9.0013E-11;2.410838889;0.96183
3.750555556;0.477777778;7.85;0.613888889;8.39;-0.32801;0.065602;0.008374722;8.402;8.9579E-11;5.842655556;0.94623
2.431416667;0.497222222;4.89;0.616666667;5.23;-0.36;0.05;0.00905375;5.2365;1.7415E-10;7.335406944;0.9955
3.824;0.497916667;7.68;0.616666667;8.39;-0.32;0.05;0.005999167;8.4222;6.3411E-11;1.565144444;0.93889
3.756333333;0.491666667;7.64;0.616666667;8.15;-0.36401;0.11501;0.00654875;8.1664;3.4389E-10;6.1590625;1.0052
3.918016667;0.501666667;7.81;0.618333333;8.31;-0.32976;0.058592;0.005543;8.3446;9.3786E-11;4.084766667;0.95529
2.361736111;0.493055556;4.79;0.616666667;5.1;-0.3645;0.046784;0.010156528;5.1225;1.982E-10;8.582281944;1.0017
3.416175;0.4725;7.23;0.607;7.9;-0.37779;0.051051;0.008414;7.9326;4.7829E-10;2.039583333;1.0056
3.957708333;0.504166667;7.85;0.605;8.65;-0.34349;0.063295;0.003270625;8.6736;1.6114E-10;1.200525;0.95533
4.174666667;0.516666667;8.08;0.626666667;8.79;-0.38699;0.104;0.003657167;8.7943;7.7417E-10;1.999743333;1.0551
3.751416667;0.491666667;7.63;0.614833333;8.22;-0.392;0.069002;0.006039833;8.2353;8.1188E-10;3.44508;1.0396
3.748693333;0.490666667;7.64;0.613333333;8.49;-0.32;0.06;0.006617;8.5035;6.492E-11;1.199563333;0.93484
3.834066667;0.481666667;7.96;0.626666667;8.91;-0.31601;0.043996;0.009279167;8.9966;5.667E-11;0.94695;0.94855
3.879055556;0.473055556;8.2;0.615555556;8.86;-0.356;0.07;0.008586389;8.8845;2.6421E-10;3.105255556;0.98938
3.612888889;0.488888889;7.39;0.611111111;8.21;-0.37909;0.055335;0.00619537;8.2528;5.1804E-10;1.189040741;1.0153
3.866281481;0.493148148;7.84;0.62037037;8.51;-0.288;0.086005;0.007341667;8.5441;1.8425E-11;1.833194444;0.90024
4.020222222;0.508888889;7.9;0.623611111;8.67;-0.36;0.07;0.004715417;8.6986;2.9441E-10;1.427402778;1.0089
3.707878788;0.487878788;7.6;0.618181818;8.22;-0.339;0.040304;0.007577424;8.2446;1.2667E-10;2.532816667;0.96751
3.609375;0.48125;7.5;0.591944444;8.03;-0.31659;0.028593;0.005511667;8.0434;5.1701E-11;3.298448611;0.89483
2.499333333;0.511111111;4.89;0.613888889;5.18;-0.41;0.03;0.004570278;5.2283;8.5203E-10;5.813390278;1.0612
