,Pm,Vm,Im,Voc,Isc,Voc_coeff,Isc_coeff,Rs,Iph,I0,Rp,n
3283,3.7505,0.480833333,7.8,0.614861111,8.34,-0.33971,0.042302,0.007988056,8.4233,1.3416E-10,2.699605556,0.96362
3285,2.363416667,0.498611111,4.74,0.618055556,5.12,-0.37501,0.055,0.009001667,5.1306,2.8493E-10,4.359651389,1.0199
3286,4.25195,0.511666667,8.31,0.635,8.97,-0.38039,0.017001,0.00532,9.0102,5.6375E-10,2.28992,1.0534
3287,3.8354,0.508,7.55,0.61,8.17,-0.33421,0.057576,0.003639333,8.1846,1.0785E-10,2.032268333,0.94913
3288,4.7874,0.526666667,9.09,0.65,9.68,-0.3,0.03,0.0053745,9.6995,3.1944E-11,3.79763,0.95754
3289,3.965,0.508333333,7.8,0.619444444,8.3,-0.33439,0.034301,0.004703472,8.3264,1.0736E-10,4.15005,0.96225
3290,2.363416667,0.498611111,4.74,0.618055556,5.12,-0.344,0.053008,0.009475417,5.1668,9.6718E-11,2.897677778,0.97554
3291,3.6646,0.502,7.3,0.601,7.95,-0.36231,0.054843,0.003161667,7.9642,2.8609E-10,1.769435,0.97443
3292,4.333816667,0.511666667,8.47,0.635,9.02,-0.33961,0.0299,0.005634667,9.035,1.4066E-10,5.27953,0.9937
3293,4.003778333,0.506166667,7.91,0.632666667,8.42,-0.32471,0.049596,0.006659833,8.4474,7.7313E-11,4.854123333,0.96943
3294,3.819136111,0.485277778,7.87,0.613611111,8.41,-0.3534,0.07264,0.00700125,8.4351,2.3043E-10,4.728538889,0.98252
3295,4.0851,0.51,8.01,0.616666667,8.6,-0.33789,0.063198,0.0039455,8.6116,1.3187E-10,2.775216667,0.96486
3296,4.0144,0.52,7.72,0.62,8.37,-0.37801,0.109,0.0026065,8.3807,5.5524E-10,2.042253333,1.0312
3297,3.680905556,0.499444444,7.37,0.611111111,8.1,-0.33,0.06,0.005155417,8.1303,9.1145E-11,1.3781625,0.94546
3298,3.961888889,0.502777778,7.88,0.619444444,8.5,-0.32,0.012,0.005528889,8.6096,6.0907E-11,1.682331944,0.94067
3299,4.35831,0.515166667,8.46,0.633,8.78,-0.34589,0.064305,0.004931333,8.8571,1.8356E-10,45.741015,1.0016
3300,3.682033333,0.488333333,7.54,0.616944444,7.94,-0.29599,0.123,0.007873889,7.9901,2.6016E-11,12.40333611,0.90806
3301,3.735,0.5,7.47,0.613888889,8.21,-0.3638,0.055713,0.005014444,8.2385,3.1082E-10,1.443708333,0.99776
3302,3.7485,0.495833333,7.56,0.615277778,8.16,-0.38041,0.016998,0.005663611,8.1774,5.1328E-10,2.836063889,1.0206
3303,3.665483333,0.481666667,7.61,0.608333333,8.24,-0.36901,0.087998,0.0069005,8.2621,3.9406E-10,2.572986667,0.9975
3304,4.00095,0.523,7.65,0.647833333,8.13,-0.34001,0.06,0.006206167,8.1504,1.3494E-10,6.407895,1.0163
3305,4.334145,0.5105,8.49,0.633166667,9.01,-0.34401,0.05,0.005522667,9.0332,1.7058E-10,6.542178333,0.99848
3306,4.165,0.5,8.33,0.625,9.26,-0.32,0.06,0.006160139,9.3676,7.0611E-11,0.871836111,0.9528
3307,3.508611111,0.472222222,7.43,0.603703704,7.98,-0.37899,0.098997,0.007817407,7.9923,5.4223E-10,5.075048148,1.0042
3308,4.259727778,0.500555556,8.51,0.628333333,8.92,-0.34271,0.065807,0.006294444,8.9691,1.6595E-10,25.55878519,0.98971
3309,3.812666667,0.501666667,7.6,0.611666667,8.1,-0.38561,0.043704,0.004265333,8.1745,6.324E-10,3.026071667,1.0237
3311,3.933066667,0.501666667,7.84,0.616666667,8.35,-0.312,0.043006,0.005503167,8.36,4.5952E-11,4.609366667,0.92634
3312,3.817125,0.4875,7.83,0.615277778,8.3,-0.41061,0.080301,0.006408056,8.3318,1.4898E-09,13.21395,1.0672
3313,3.92,0.5,7.84,0.618333333,8.28,-0.39251,0.078901,0.005164667,8.3061,8.4876E-10,17.92287833,1.0464
3314,2.63825,0.508333333,5.19,0.627777778,5.56,-0.35869,0.0048022,0.00825875,5.5706,1.6512E-10,5.691397222,1.0088
3315,4.339205,0.522166667,8.31,0.637833333,8.72,-0.42689,0.083005,0.003829833,8.8325,2.5584E-09,14.61049667,1.1306
3316,3.831944444,0.494444444,7.75,0.618055556,8.38,-0.35,0.05,0.006352917,8.4017,1.954E-10,2.447783333,0.98373
3317,3.754266667,0.493333333,7.61,0.611666667,8.15,-0.31199,0.043006,0.006208667,8.2395,4.467E-11,1.997166667,0.9191
3318,2.57,0.5,5.14,0.6,5.76,-0.3466,0.0375,0.004836528,5.781,1.1442E-10,1.3283875,0.9507
3319,4.306366667,0.523888889,8.22,0.643888889,8.82,-0.32,0.055998,0.005363472,8.8361,6.7785E-11,2.939481944,0.98018
3320,3.9188,0.485,8.08,0.615,8.59,-0.32301,0.03,0.007328833,8.6508,7.1797E-11,4.075801667,0.93882
3321,3.75506,0.4915,7.64,0.611,8.21,-0.32834,0.054957,0.0061805,8.3176,8.7668E-11,1.681968333,0.94255
3322,3.615,0.5,7.23,0.613888889,8.06,-0.3638,0.055707,0.005127917,8.0978,3.035E-10,1.094691667,0.99827
3323,4.164430556,0.509722222,8.17,0.6375,8.6,-0.44301,0.049,0.005428056,8.7241,3.8074E-09,12.8480625,1.1516
3324,3.781375,0.484791667,7.8,0.601354167,8.28,-0.37345,0.010085,0.005451146,8.3125,4.1278E-10,6.198754167,0.98701
3326,4.374866667,0.532222222,8.22,0.6525,8.76,-0.33599,0.023995,0.005121806,8.7954,1.181E-10,3.608854167,1.0153
3327,4.00583,0.509,7.87,0.621,8.48,-0.41981,0.069045,0.003843167,8.5719,1.9656E-09,1.865188333,1.0909
3328,3.86046875,0.498125,7.75,0.612083333,8.23,-0.32835,0.054957,0.005338958,8.2364,8.7564E-11,6.8518,0.94328
3329,3.811301667,0.481833333,7.91,0.613166667,8.46,-0.33699,0.058995,0.007555,8.4998,1.2539E-10,3.61075,0.95772
3330,4.090423333,0.515166667,7.94,0.624333333,8.57,-0.35638,0.026604,0.004007667,8.5846,2.4136E-10,2.348788333,1.0015
3331,3.678666667,0.494444444,7.44,0.602777778,8.04,-0.36046,0.052823,0.004511667,8.0552,2.7173E-10,2.382236111,0.97429
3332,2.153472222,0.486111111,4.43,0.583333333,4.96,-0.44619,0.049012,0.0037775,4.9708,2.3193E-09,1.675777778,1.0603
3333,4.03184375,0.4953125,8.14,0.6165625,8.61,-0.33001,0.05,0.005984375,8.6776,9.7134E-11,4.575497917,0.9523
3334,3.797925926,0.503703704,7.54,0.614814815,8.15,-0.30301,0.041006,0.005215926,8.2301,3.0771E-11,1.549805556,0.91117
3335,4.083566667,0.501666667,8.14,0.641666667,8.67,-0.332,0.095998,0.008085833,8.6865,1.1301E-10,7.547046667,0.99679
3336,3.7674,0.498333333,7.56,0.613333333,8.31,-0.3287,0.051697,0.005488833,8.3565,8.7575E-11,1.2815,0.94646
3337,2.578125,0.520833333,4.95,0.618055556,5.4,-0.36694,0.039222,0.003692222,5.4079,2.2207E-10,2.530098611,1.0078
3338,4.16432,0.510333333,8.16,0.624,8.73,-0.35801,0.111,0.004496833,8.7401,2.9703E-10,3.89686,1.0083
3339,3.89,0.5,7.78,0.611111111,8.44,-0.31991,0.047796,0.0049525,8.4627,6.3466E-11,1.838619444,0.93
3340,3.682033333,0.488333333,7.54,0.616666667,8.02,-0.401,0.070998,0.0067995,8.0368,1.0584E-09,12.42953167,1.0553
3341,4.097111111,0.497222222,8.24,0.620833333,8.71,-0.35,0.05,0.005981528,8.7518,2.0524E-10,8.083638889,0.98762
3342,4.08375,0.495,8.25,0.625,8.8,-0.37,0.04,0.006568833,8.8349,4.0763E-10,4.997416667,1.0228
3343,4.099444444,0.522222222,7.85,0.638888889,8.59,-0.35739,0.073097,0.004774028,8.616,2.679E-10,1.580119444,1.0299
3344,3.6646,0.486666667,7.53,0.606666667,8.28,-0.39049,0.090495,0.005744,8.3115,7.9885E-10,1.508028333,1.0259
3346,3.85,0.5,7.7,0.583333333,8.3,-0.376,0.118,0.000948217,8.2907,5.2232E-10,2.454356667,0.96785
3347,4.11714,0.534,7.71,0.657833333,8.24,-0.34001,0.06,0.005812667,8.2604,1.3633E-10,4.064505,1.0321
3348,4.1667,0.51,8.17,0.63,8.75,-0.35,0.055006,0.005347833,8.7625,2.0625E-10,3.741225,1.0028
3349,4.029277778,0.505555556,7.97,0.623611111,8.47,-0.36,0.06,0.005242639,8.4963,2.872E-10,5.944783333,1.0072
3350,4.094377083,0.510520833,8.02,0.632708333,8.52,-0.34287,0.024918,0.00580625,8.5414,1.4888E-10,6.336679167,0.99456
3351,4.095,0.505555556,8.1,0.627777778,8.5,-0.37569,0.1206,0.005516481,8.5512,5.3851E-10,20.53880185,1.0404
3353,4.295633333,0.498333333,8.62,0.631666667,9.16,-0.3,0.043996,0.007247667,9.1722,3.1024E-11,6.62511,0.93121
3354,3.076979167,0.564583333,5.45,0.659375,5.83,-0.2727,0.061732,0.003357813,5.8542,6.1677E-12,3.260122917,0.93177
3355,3.61875,0.4825,7.5,0.625,8.1,-0.32,0.03,0.009571,8.1519,5.9856E-11,2.48254,0.95003
3356,3.82025,0.491666667,7.77,0.616666667,8.7,-0.2743,0.056402,0.007235556,8.6965,9.6821E-12,1.058359722,0.87426
3357,2.397,0.51,4.7,0.611111111,5.17,-0.4385,0.085996,0.003764444,5.1781,2.0688E-09,2.402302778,1.1017
3358,4.16625,0.505,8.25,0.621666667,8.69,-0.40689,0.081795,0.004482833,8.7544,1.4023E-09,20.64491,1.073
3359,3.7995,0.51,7.45,0.617962963,7.95,-0.3,0.13,0.004788704,8.0191,3.0726E-11,2.254661111,0.91618
3360,2.567847222,0.498611111,5.15,0.615,5.6,-0.335,0.014,0.008297917,5.6171,7.1037E-11,2.723713889,0.95548
3361,4.0015,0.503333333,7.95,0.62,8.33,-0.3925,0.078896,0.004841667,8.3864,8.5672E-10,19.17981333,1.0492
3362,4.4998,0.503333333,8.94,0.6265,9.34,-0.34299,0.072901,0.0054455,9.3984,1.7763E-10,36.96067333,0.98764
3363,3.6465,0.460416667,7.92,0.604375,8.42,-0.36001,0.06,0.009298125,8.5182,2.8727E-10,4.49169375,0.97621
3364,3.955,0.5,7.91,0.619444444,8.41,-0.31899,0.049001,0.00596375,8.4182,6.1728E-11,6.080680556,0.94083
3365,2.287222222,0.497222222,4.6,0.6125,5.19,-0.40311,0.058497,0.00776375,5.1704,6.9937E-10,1.738215278,1.0524
3366,2.85,0.555555556,5.13,0.663888889,5.53,-0.29841,0.046094,0.005887917,5.5396,1.7405E-11,3.409161111,0.97693
3367,3.888888889,0.486111111,8,0.597222222,8.68,-0.338,0.040899,0.004887778,8.7042,1.2856E-10,1.818220833,0.93355
3368,3.9013,0.500166667,7.8,0.616,8.4,-0.35241,0.039798,0.005227667,8.4159,2.1024E-10,2.757215,0.98319
3369,2.705208333,0.515277778,5.25,0.633611111,5.55,-0.39371,0.072198,0.007262083,5.5649,5.8496E-10,21.70725,1.0736
3370,4.023,0.496666667,8.1,0.621666667,8.6,-0.35501,0.085,0.006191833,8.6304,2.5457E-10,7.200463333,0.99835
3371,3.9187,0.496666667,7.89,0.615,8.47,-0.35249,0.073802,0.005535333,8.484,2.2433E-10,3.348788333,0.98369
3372,4.164430556,0.509722222,8.17,0.631944444,8.83,-0.3804,0.016999,0.005299444,8.9138,5.5328E-10,1.699208333,1.0485
3373,4.025,0.5,8.05,0.622222222,8.76,-0.3721,0.081199,0.005604167,8.7855,4.5884E-10,1.9236625,1.0246
3374,2.373333333,0.494444444,4.8,0.605555556,5.2,-0.352,0.105,0.007639722,5.2131,1.4139E-10,3.320754167,0.97014
3375,3.750666667,0.483333333,7.76,0.599333333,8.29,-0.3733,0.0269,0.005393667,8.3835,4.2083E-10,2.343516667,0.98494
3376,3.916433333,0.488333333,8.02,0.62,8.6,-0.33301,0.083,0.007401833,8.6219,1.1379E-10,3.712585,0.96406
3377,3.747916667,0.486111111,7.71,0.622222222,8.14,-0.32009,0.0457,0.008474722,8.2013,6.2566E-11,10.81714722,0.94632
3378,3.23071875,0.569791667,5.67,0.670833333,6.05,-0.2727,0.061702,0.004195729,6.0559,6.4073E-12,4.278070833,0.9478
3380,4.339733333,0.526666667,8.24,0.631666667,8.73,-0.29699,0.0020046,0.0038095,8.7987,2.4294E-11,2.736753333,0.92467
3381,3.67,0.5,7.34,0.61,8.1,-0.37899,0.071,0.0044065,8.1266,5.2188E-10,1.340558333,1.0142
3382,4.332533333,0.513333333,8.44,0.635,8.9,-0.34,0.05,0.005443,8.9354,1.4595E-10,11.16574833,0.99534
3383,2.294222222,0.494444444,4.64,0.613888889,5.03,-0.3229,0.070954,0.010126806,5.083,4.4156E-11,2.501673611,0.93998
3384,3.8346,0.513333333,7.47,0.616666667,7.92,-0.36189,0.048801,0.003523333,7.9441,2.8181E-10,5.780976667,0.99806
3386,4.236736111,0.501388889,8.45,0.631944444,8.9,-0.31901,0.049,0.006860833,8.9319,6.5727E-11,15.4271875,0.95967
3387,4.416215,0.520166667,8.49,0.631833333,8.93,-0.36001,0.06,0.003972,8.9556,3.037E-10,15.105535,1.0203
3388,4.166913333,0.513166667,8.12,0.627,8.68,-0.34599,0.101,0.004612,8.6902,1.9006E-10,3.922221667,0.99499
3389,4.025,0.5,8.05,0.619444444,8.61,-0.35251,0.037398,0.005525833,8.6212,2.1623E-10,4.240047222,0.98845
3390,4.156533333,0.499583333,8.32,0.622708333,8.79,-0.3281,0.039602,0.006040729,8.8058,9.0735E-11,13.21311354,0.95825
3391,3.889166667,0.498611111,7.8,0.626388889,8.34,-0.33,0.06,0.006976528,8.3808,9.5247E-11,3.494393056,0.96829
3392,3.128125,0.48125,6.5,0.6,7.12,-0.37,0.08,0.006845833,7.1463,3.4621E-10,1.85658125,0.9852
3393,2.287222222,0.497222222,4.6,0.618055556,5,-0.39719,0.0604,0.009207778,5.0172,5.729E-10,3.459784722,1.0525
3394,4.24125,0.523611111,8.1,0.629166667,8.55,-0.34,0.05,0.003563056,8.5706,1.3991E-10,8.417143056,0.98627
3395,3.956,0.511111111,7.74,0.623611111,8.36,-0.36045,0.052823,0.004549444,8.3757,2.8247E-10,2.426138889,1.0079
3396,3.613777778,0.480555556,7.52,0.605555556,8.06,-0.33642,0.03072,0.007156111,8.1016,1.1175E-10,3.149141667,0.94343
3397,4.082466667,0.488333333,8.36,0.63,8.9,-0.36101,0.137,0.008014833,8.9463,3.5093E-10,6.787813333,1.0238
3398,2.3453125,0.494791667,4.74,0.604166667,5.07,-0.3759,0.03069,0.007108542,5.0752,2.8123E-10,6.902478125,0.99647
3399,4.00267,0.492333333,8.13,0.6295,8.59,-0.34411,0.052002,0.007830667,8.6509,1.6456E-10,8.729278333,0.99289
3400,3.589,0.485,7.4,0.618333333,8,-0.37199,0.135,0.007867667,8.019,4.5377E-10,3.146873333,1.0211
3401,3.609444444,0.494444444,7.3,0.614814815,8,-0.38181,0.0529,0.005932778,8.028,5.5228E-10,1.693281481,1.0247
3402,3.66821,0.4865,7.54,0.608333333,8.24,-0.37101,0.085,0.006193333,8.269,4.1811E-10,1.760378333,1.0005
3403,2.659270833,0.510416667,5.21,0.622916667,5.55,-0.36,0.05,0.006842813,5.5689,1.8525E-10,6.368605208,1.0057
3404,2.368333333,0.483333333,4.9,0.6,5.47,-0.354,0.062267,0.008760556,5.5012,1.4801E-10,1.538255556,0.96242
3405,2.636763889,0.509027778,5.18,0.620972222,5.66,-0.41861,0.034399,0.005839167,5.6723,1.1932E-09,2.688872222,1.0867
3406,3.833713333,0.484666667,7.91,0.619,8.34,-0.32001,0.05,0.008067333,8.4044,6.4356E-11,12.56480333,0.94152
3407,3.66896,0.4985,7.36,0.605833333,8.6,-0.43389,0.076605,0.003265667,8.6312,2.9336E-09,0.595076667,1.0878
3408,2.290416667,0.497916667,4.6,0.6109375,4.92,-0.305,0.065,0.009155938,4.928,2.109E-11,5.597175,0.90917
3409,3.751416667,0.491666667,7.63,0.611666667,8.39,-0.39049,0.090501,0.005569167,8.4213,8.0926E-10,1.493571667,1.0344
3410,4.059722222,0.513888889,7.9,0.625,8.3,-0.3344,0.034301,0.004576944,8.3404,1.0805E-10,11.42106111,0.97061
3411,3.705138889,0.476851852,7.77,0.603333333,8.34,-0.35801,0.087998,0.006953704,8.3668,2.7435E-10,3.5664,0.97358
3412,3.502666667,0.473333333,7.4,0.595,7.85,-0.31899,0.043006,0.0071725,7.8685,5.722E-11,8.318271667,0.9033
3413,3.66802,0.482,7.61,0.613833333,8.14,-0.33,0.06,0.007988667,8.1529,9.2853E-11,5.058983333,0.94871
3414,3.667833333,0.491666667,7.46,0.61,8.05,-0.31199,0.043006,0.006363333,8.0715,4.4052E-11,2.387653333,0.91664
3415,3.334722222,0.486111111,6.86,0.575,8.01,-0.32121,0.078489,0.002451111,8.0449,6.467E-11,0.5623125,0.88074
3416,3.960972222,0.501388889,7.9,0.616666667,8.45,-0.31151,0.026414,0.005499722,8.4637,4.4296E-11,3.387208333,0.92479
3419,4.376651389,0.510694444,8.57,0.652916667,9.2,-0.32999,0.04,0.007804722,9.2194,1.0154E-10,3.693277778,1.008
3420,4.315888889,0.497222222,8.68,0.630833333,9.56,-0.41361,0.089895,0.006113194,9.6521,1.8885E-09,1.190822222,1.1011
3421,4.249466667,0.523333333,8.12,0.628333333,8.62,-0.35599,0.07,0.003314167,8.6288,2.5746E-10,5.683556667,1.0097
3422,3.83548,0.506,7.58,0.606,7.9,-0.35,0.05,0.003349833,7.9503,1.868E-10,20.92990667,0.96389
3423,3.819263889,0.490277778,7.79,0.616388889,8.34,-0.3562,0.067506,0.006674583,8.3518,2.4977E-10,4.72445,0.99067
3424,4.305401389,0.494305556,8.71,0.671805556,9.37,-0.35001,0.04,0.011777778,9.3864,2.1694E-10,8.311168056,1.0681
3425,3.9066,0.51,7.66,0.611666667,8.35,-0.3,0.04,0.003851333,8.3713,2.7655E-11,1.510868333,0.90226
3426,4.03184375,0.4953125,8.14,0.6165625,8.61,-0.36359,0.010441,0.005695104,8.6446,3.0781E-10,9.429498958,0.9978
3427,4.228,0.503333333,8.4,0.615,8.95,-0.33,0.063799,0.004546333,8.9593,1.0261E-10,4.375773333,0.95076
3428,2.403602778,0.521388889,4.61,0.612083333,5.35,-0.387,0.046,0.001817361,5.3599,4.2095E-10,0.9825875,1.0294
3429,3.8354,0.503333333,7.62,0.615,8.31,-0.38699,0.058604,0.0043595,8.3299,6.8481E-10,1.822458333,1.0327
3430,4.039533333,0.511333333,7.9,0.622,8.5,-0.337,0.059,0.0044715,8.5146,1.2523E-10,2.605195,0.97172
3431,2.568222222,0.505555556,5.08,0.625,5.43,-0.35931,0.0793,0.008469167,5.4391,1.8454E-10,6.947486111,1.0098
3432,3.8921875,0.489583333,7.95,0.612777778,8.55,-0.33404,0.065602,0.006383194,8.605,1.1426E-10,2.193819444,0.95358
3433,4.00021875,0.493854167,8.1,0.6146875,8.57,-0.37345,0.010082,0.005601042,8.6258,4.2855E-10,7.166615625,1.0088
3434,2.2863125,0.485416667,4.71,0.608333333,4.99,-0.4,0.05,0.009872917,5.0359,6.2305E-10,8.505120833,1.0386
3435,4.09,0.5,8.18,0.628333333,8.6,-0.34599,0.057,0.006582833,8.6658,1.7789E-10,11.23341333,0.99404
3436,4.0426,0.495416667,8.16,0.617083333,8.63,-0.33,0.05,0.00601875,8.6966,9.7422E-11,4.463748611,0.95315
3437,3.933333333,0.491666667,8,0.615,8.5,-0.38699,0.037,0.005881333,8.5128,6.87E-10,11.429335,1.0303
3438,4.49998,0.528166667,8.52,0.637,9.09,-0.332,0.036997,0.003741167,9.0992,1.0762E-10,3.706211667,0.98616
3439,3.402777778,0.486111111,7,0.575,8.06,-0.32,0.04,0.002491111,8.0915,5.8319E-11,0.636933333,0.87637
3440,3.912766667,0.478333333,8.18,0.618333333,8.73,-0.369,0.12,0.008098333,8.7878,4.4041E-10,4.73344,1.0154
3441,3.956,0.511111111,7.74,0.631944444,8.41,-0.43451,0.0761,0.004806111,8.4909,2.9774E-09,1.704206944,1.1321
3442,3.8915,0.502777778,7.74,0.623611111,8.36,-0.3804,0.016998,0.005570556,8.3815,5.2543E-10,2.629952778,1.0344
3443,3.485291667,0.485416667,7.18,0.604027778,7.72,-0.3375,0.063795,0.006502083,7.7361,1.1693E-10,3.190234722,0.94454
3444,2.639583333,0.502777778,5.25,0.625,5.5,-0.3392,0.045309,0.009175278,5.5307,8.7206E-11,34.29708889,0.97815
3445,3.8958,0.516,7.55,0.617,8.07,-0.31999,0.06,0.003534167,8.1332,6.2476E-11,2.156703333,0.93968
3446,3.819306944,0.489027778,7.81,0.615833333,8.29,-0.34001,0.038999,0.006946528,8.3457,1.3356E-10,4.568729167,0.96489
3447,2.500416667,0.490277778,5.1,0.598611111,5.4,-0.372,0.106,0.006584583,5.4159,2.9502E-10,12.67174167,0.98623
3448,3.749254167,0.505972222,7.41,0.606944444,8.1,-0.33421,0.05758,0.003577917,8.119,1.0648E-10,1.521888889,0.94469
3449,3.99455,0.505,7.91,0.618333333,8.46,-0.32299,0.041998,0.0050705,8.4723,7.1527E-11,3.487528333,0.94467
3450,2.57,0.5,5.14,0.6,5.76,-0.4,0.04,0.004028889,5.7766,6.8839E-10,1.396209722,1.0255
3451,3.768375,0.4875,7.73,0.6125,8.38,-0.37,0.06,0.006469028,8.403,3.9704E-10,2.355593056,1.004
3452,2.502256944,0.503472222,4.97,0.603333333,5.27,-0.36501,0.065009,0.0048325,5.3009,2.1415E-10,5.855354167,0.98204
3453,4.1648,0.506666667,8.22,0.625166667,8.88,-0.32301,0.064989,0.005424333,8.9024,7.764E-11,2.148566667,0.95678
3454,3.41925,0.485,7.05,0.611666667,7.56,-0.37689,0.080397,0.0073315,7.5755,4.6669E-10,4.924255,1.0134
3455,4.000436667,0.503833333,7.94,0.6245,8.53,-0.3617,0.068804,0.005566833,8.5441,3.0934E-10,3.368685,1.012
3456,3.7536,0.51,7.36,0.612916667,8.49,-0.36,0.106,0.003269028,8.5329,3.001E-10,0.647479167,0.99595
3457,4.004653333,0.499333333,8.02,0.6195,8.58,-0.35001,0.04,0.005668333,8.5916,1.979E-10,4.175228333,0.98512
3458,3.817111111,0.494444444,7.72,0.605555556,8.41,-0.37039,0.055898,0.004572361,8.4315,3.9981E-10,1.784895833,0.9932
3459,3.333983333,0.478333333,6.97,0.6,7.75,-0.356,0.07,0.0069545,7.7954,2.2825E-10,1.186175,0.96553
3460,4.3741,0.527,8.3,0.629,9.12,-0.34001,0.05,0.002886667,9.1412,1.4652E-10,1.243461667,0.9872
3461,3.834266667,0.496666667,7.72,0.613333333,8.25,-0.31201,0.043006,0.005863333,8.3216,4.5289E-11,2.160378333,0.92164
3462,3.667383333,0.488333333,7.51,0.609333333,7.85,-0.41001,0.05,0.005830833,7.923,1.3355E-09,28.524245,1.054
3463,4.25915,0.501666667,8.49,0.626666667,8.96,-0.36,0.05,0.005795667,9.0332,3.01E-10,6.366641667,1.0115
3464,3.861,0.495,7.8,0.626666667,8.4,-0.34,0.04,0.0074265,8.4201,1.345E-10,3.108256667,0.9821
3465,4.341825,0.5175,8.39,0.642166667,8.72,-0.4137,0.096204,0.005065333,8.8568,1.7581E-09,20.40229,1.119
3466,4.251583333,0.521666667,8.15,0.631666667,8.65,-0.35599,0.07,0.0039155,8.6959,2.5915E-10,3.400251667,1.0153
3467,2.637333333,0.511111111,5.16,0.620833333,5.58,-0.34101,0.043996,0.006598333,5.5914,9.287E-11,3.241798611,0.97491
3468,2.709416667,0.508333333,5.33,0.630555556,5.69,-0.32599,0.055009,0.009008472,5.7111,5.5244E-11,5.395305556,0.9685
3469,4.33125,0.525,8.25,0.633333333,8.8,-0.32,0.04,0.003974,8.817,6.6061E-11,3.451111667,0.96307
3470,4.338933333,0.511666667,8.48,0.63,8.99,-0.34161,0.049499,0.005037833,9.0105,1.5586E-10,6.865975,0.98994
3471,3.918016667,0.501666667,7.81,0.613333333,8.44,-0.325,0.055,0.004905667,8.5394,7.8699E-11,1.452636667,0.94136
3472,3.668365,0.487166667,7.53,0.605833333,8,-0.36,0.105,0.005964,8.0251,2.9002E-10,6.660996667,0.9812
3473,3.012638889,0.552777778,5.45,0.659722222,5.84,-0.29189,0.042997,0.005498333,5.8481,1.3924E-11,3.961702778,0.96047
3474,3.75245,0.498333333,7.53,0.611666667,8.18,-0.37,0.08,0.0049015,8.1996,3.9848E-10,2.049458333,1.0041
3475,4.165,0.5,8.33,0.625,9.26,-0.32,0.06,0.006172708,9.3179,7.0707E-11,0.9880375,0.9527
3476,3.750133333,0.478333333,7.84,0.605666667,8.32,-0.3615,0.060529,0.006968167,8.3873,2.9841E-10,4.737711667,0.98045
3478,4.328133333,0.504444444,8.58,0.631666667,9.04,-0.34,0.06,0.006123333,9.1093,1.5073E-10,6.606044444,0.9908
3479,4.087233333,0.523333333,7.81,0.621666667,8.75,-0.38161,0.070606,0.002166333,8.7703,6.0933E-10,0.935521667,1.038
3480,4.338933333,0.511666667,8.48,0.63,8.99,-0.31399,0.0059956,0.005316167,8.9967,5.0606E-11,7.146611667,0.94698
3481,2.465825,0.516944444,4.77,0.620972222,5.1,-0.29899,0.048,0.006575139,5.1068,1.657E-11,4.9526875,0.91451
3482,4.096111111,0.506944444,8.08,0.625,8.6,-0.356,0.07,0.005179028,8.6176,2.5716E-10,5.674036111,1.0043
3483,2.709416667,0.508333333,5.33,0.630555556,5.65,-0.342,0.051009,0.008800833,5.6745,9.9723E-11,8.791398611,0.99155
3484,4.171555556,0.501388889,8.32,0.627777778,8.75,-0.42929,0.083097,0.005434861,8.8755,2.754E-09,14.31070417,1.1163
3485,3.75074,0.511,7.34,0.6075,8.09,-0.382,0.045983,0.002387,8.1045,5.5311E-10,1.331033333,1.0127
3486,3.748875,0.4875,7.69,0.62,8,-0.32298,0.012,0.0080065,8.1459,6.606E-11,21.1217525,0.94507
3487,2.766111111,0.531944444,5.2,0.6375,5.5,-0.309,0.073,0.00578125,5.5314,2.8207E-11,5.906116667,0.955
3488,4.346,0.53,8.2,0.63,9.01,-0.33,0.050011,0.002735667,9.0299,9.9542E-11,1.239295,0.9741
3489,2.360944444,0.505555556,4.67,0.624444444,5.11,-0.32,0.05,0.009654444,5.1338,3.8571E-11,2.417084722,0.95079
3490,4.00697,0.499,8.03,0.617166667,8.47,-0.36001,0.10501,0.005332333,8.516,3.0819E-10,9.450351667,0.99946
3491,3.937885714,0.531428571,7.41,0.615952381,8.15,-0.32833,0.054957,0.000973619,8.211,8.5646E-11,1.05655,0.95088
3492,2.292194444,0.497222222,4.61,0.611111111,5.1,-0.328,0.034,0.008803194,5.1157,5.0865E-11,1.987905556,0.94119
3493,3.958295833,0.500416667,7.91,0.621944444,8.48,-0.35621,0.0675,0.005817222,8.4929,2.5377E-10,3.8359875,0.99971
3494,2.394791667,0.494791667,4.84,0.6125,5.25,-0.3741,0.089029,0.008551146,5.2628,2.9765E-10,3.511460417,1.0118
3495,4.0211,0.509,7.9,0.612,8.42,-0.3342,0.057577,0.003602167,8.5147,1.1209E-10,2.011226667,0.95216
3496,2.570338889,0.505972222,5.08,0.617916667,5.52,-0.3996,0.073696,0.00631875,5.5476,6.9526E-10,2.813684722,1.0567
3497,3.795466667,0.49037037,7.74,0.612962963,8.6,-0.32,0.06,0.006538333,8.5771,6.5788E-11,1.344118519,0.93418
3498,2.299166667,0.494444444,4.65,0.6,5.2,-0.356,0.07,0.006507778,5.2219,1.524E-10,1.546154167,0.96581
3499,4.014888889,0.494444444,8.12,0.615555556,8.59,-0.33001,0.05,0.006002222,8.639,9.6907E-11,5.364197222,0.95074
