,Pm,Vm,Im,Voc,Isc,Voc_coeff,Isc_coeff,Rs,Iph,I0,Rp,n
744,4.469245455,0.502727273,8.89,0.629393939,9.32,-0.34299,0.072897,0.005852576,9.4129,1.7739E-10,8.288957576,0.99234
745,3.856875,0.53125,7.26,0.670833333,7.72,-0.3714,0.039301,0.008021042,7.7336,3.7485E-10,11.69960417,1.0997
746,4.378908333,0.526944444,8.31,0.629027778,9.03,-0.32998,0.060022,0.003024444,9.0467,1.0185E-10,1.632779167,0.97285
747,4.254151667,0.513166667,8.29,0.632,8.76,-0.33721,0.034395,0.005231333,8.8223,1.2647E-10,5.12993,0.98576
748,3.499133333,0.486666667,7.19,0.601666667,8,-0.38701,0.086962,0.005330167,8.0367,6.8401E-10,1.162108333,1.0129
749,4.1496,0.52,7.98,0.624,8.5,-0.33731,0.0616,0.003474333,8.5603,1.2781E-10,2.659485,0.97541
750,3.5793,0.485,7.38,0.608333333,8.03,-0.41,0.06,0.006195167,8.0514,1.362E-09,2.32639,1.0539
751,4.003083333,0.504166667,7.94,0.613888889,8.37,-0.38471,0.043596,0.004060278,8.401,6.3574E-10,12.00529722,1.0256
752,3.92,0.49,8,0.606666667,8.53,-0.36901,0.092005,0.005233667,8.5417,4.1203E-10,5.831331667,0.99454
754,4.144444444,0.518055556,8,0.629166667,8.4,-0.33439,0.034298,0.00444625,8.4509,1.0937E-10,8.585540278,0.97713
755,3.93704697,0.511969697,7.69,0.623030303,8.21,-0.3564,0.053727,0.004460303,8.218,2.4233E-10,4.563365152,1.0008
756,4.001616667,0.498333333,8.03,0.616666667,8.59,-0.36541,0.063702,0.005301167,8.6003,3.516E-10,4.449946667,1.0041
757,3.8544,0.501875,7.68,0.619583333,8.19,-0.34287,0.024921,0.005631042,8.2531,1.4307E-10,3.026245833,0.97425
758,4.2539,0.515,8.26,0.625,8.73,-0.356,0.07,0.0039875,8.785,2.6194E-10,4.852046667,1.0043
759,3.7995,0.51,7.45,0.618,7.95,-0.3,0.13,0.004811667,7.9603,3.0869E-11,3.719076667,0.91618
760,4.033333333,0.504166667,8,0.631944444,8.5,-0.32,0.03,0.00684,8.5074,6.3039E-11,7.814219444,0.96011
762,4.175,0.5,8.35,0.625,8.85,-0.35901,0.073006,0.005915667,8.9059,2.9625E-10,5.113103333,1.0089
763,4.12,0.515,8,0.623333333,8.5,-0.3273,0.0402,0.004204167,8.5286,8.4861E-11,4.179935,0.95836
764,3.752636667,0.469666667,7.99,0.612333333,8.68,-0.35999,0.03,0.008859833,8.7119,2.7948E-10,2.410951667,0.98758
765,3.402083333,0.479166667,7.1,0.604166667,7.93,-0.36,0.03,0.00723,7.983,2.5187E-10,1.082138889,0.97547
766,3.87,0.5,7.74,0.608333333,8.25,-0.3847,0.0436,0.00402375,8.3141,6.2493E-10,3.077608333,1.0168
767,3.662916667,0.491666667,7.45,0.616666667,8.1,-0.349,0.084,0.006811667,8.1595,1.918E-10,1.745685,0.98251
768,3.837166667,0.498333333,7.7,0.618333333,8.22,-0.35,0.04,0.005907333,8.2318,1.8971E-10,5.047246667,0.98319
769,3.588,0.52,6.9,0.651666667,7.6,-0.32,0.06,0.008019667,7.6422,5.8256E-11,1.509825,0.99306
770,4.13595,0.511875,8.08,0.6346875,8.58,-0.34287,0.024918,0.005818542,8.5941,1.4987E-10,6.8579375,0.99766
771,3.613296296,0.499074074,7.24,0.6,7.83,-0.40769,0.049974,0.003056296,7.8421,1.2205E-09,2.502631481,1.0355
773,4.25432,0.499333333,8.52,0.643833333,9.14,-0.33888,0.055481,0.008218,9.1611,1.4427E-10,4.214098333,1.0081
774,3.5819,0.49,7.31,0.605,8,-0.387,0.086962,0.005235333,8.0243,6.8722E-10,1.724761667,1.0178
775,4.08619,0.5095,8.02,0.635166667,8.52,-0.34206,0.05338,0.006242,8.5481,1.5103E-10,6.01571,0.999
776,4.41526,0.514,8.59,0.641666667,9.07,-0.32,0.055998,0.006201333,9.0912,7.0288E-11,11.66221667,0.97637
777,4.238188889,0.521944444,8.12,0.627916667,8.65,-0.43391,0.076601,0.002693472,8.6529,3.0363E-09,7.998256944,1.1231
778,4.165725,0.5025,8.29,0.618333333,8.86,-0.33941,0.070418,0.005002667,8.8974,1.4596E-10,3.04213,0.97004
779,4.339733333,0.526666667,8.24,0.633333333,8.75,-0.343,0.104,0.003515667,8.7601,1.7305E-10,5.458111667,1.0007
780,2.77775,0.5125,5.42,0.633333333,5.8,-0.39469,0.069103,0.007466389,5.8518,6.2577E-10,3.929444444,1.075
781,3.81885,0.505138889,7.56,0.611111111,8.2,-0.40841,0.082902,0.003414861,8.2249,1.3677E-09,2.104856944,1.058
782,4.2504,0.513333333,8.28,0.6365,8.94,-0.41542,0.080917,0.004941833,8.9546,1.8407E-09,3.022256667,1.1119
783,2.800694444,0.513888889,5.45,0.635138889,5.86,-0.36005,0.06,0.007971111,5.8701,1.9795E-10,4.631543056,1.0262
784,3.837666667,0.483333333,7.94,0.6,8.51,-0.359,0.062996,0.005480667,8.5431,2.7889E-10,3.101301667,0.96812
785,3.403125,0.5625,6.05,0.677777778,6.43,-0.356,0.07,0.005164444,6.4338,1.921E-10,8.681552778,1.0891
786,3.922,0.493333333,7.95,0.613333333,8.49,-0.34,0.06,0.005890333,8.5321,1.4063E-10,3.324936667,0.96233
787,4.08395,0.515,7.93,0.628333333,8.5,-0.32,0.04,0.0049075,8.5138,6.3679E-11,3.0274,0.95554
788,3.66962,0.502,7.31,0.605,7.81,-0.28601,0.045006,0.004573667,7.8212,1.4526E-11,3.176425,0.87256
789,3.957916667,0.491666667,8.05,0.617916667,8.51,-0.3615,0.060529,0.00642625,8.5653,3.0522E-10,7.818640278,1.0001
790,3.817125,0.4875,7.83,0.620833333,8.28,-0.37899,0.071002,0.007407778,8.3111,5.435E-10,21.5547375,1.0306
791,3.867733333,0.493333333,7.84,0.613333333,8.4,-0.345,0.081,0.005907333,8.4382,1.723E-10,3.015145,0.97081
793,3.80375,0.497222222,7.65,0.608333333,8.18,-0.3847,0.043594,0.004482778,8.2008,6.1754E-10,4.155733333,1.0166
794,3.732733333,0.486666667,7.67,0.613333333,8.09,-0.34,0.02,0.007121333,8.1455,1.2713E-10,12.91679667,0.9596
795,4.040333333,0.495138889,8.16,0.619444444,8.67,-0.34,0.06,0.006239306,8.6979,1.4396E-10,5.884795833,0.9717
796,4.095,0.5,8.19,0.619444444,8.76,-0.32,0.06,0.005729306,8.774,6.7892E-11,3.579447222,0.9431
797,4.098722222,0.490277778,8.36,0.607916667,8.95,-0.35869,0.065196,0.005206389,8.9728,2.9126E-10,3.391619444,0.98055
798,4.024833333,0.516666667,7.79,0.621111111,8.45,-0.35,0.05,0.003507917,8.4655,1.9625E-10,1.913161111,0.98882
800,2.361805556,0.497222222,4.75,0.605555556,5.25,-0.41899,0.096,0.005890556,5.2648,1.2169E-09,2.09355,1.065
801,3.2291875,0.48125,6.71,0.6,7.32,-0.37,0.08,0.006647083,7.3438,3.5643E-10,2.043895833,0.98504
802,2.499,0.51,4.9,0.611944444,5.31,-0.37,0.1,0.004927222,5.3181,2.6637E-10,3.227515278,1.0058
804,3.9186,0.518333333,7.56,0.618333333,8.28,-0.37801,0.109,0.0026565,8.2943,5.4746E-10,1.536425,1.0289
806,3.982001389,0.505972222,7.87,0.614027778,8.4,-0.3373,0.061595,0.004281944,8.413,1.2608E-10,3.859722222,0.95963
807,3.616283333,0.494027778,7.32,0.615,8.16,-0.39659,0.059301,0.005786111,8.2013,9.0711E-10,1.144355556,1.0472
808,2.429583333,0.495833333,4.9,0.618055556,5.25,-0.444,0.072,0.008329028,5.2623,2.4298E-09,9.670333333,1.1197
809,2.431416667,0.497222222,4.89,0.613888889,5.25,-0.386,0.0436,0.008081667,5.2606,4.127E-10,5.672277778,1.0278
810,4.092466667,0.523333333,7.82,0.621666667,8.41,-0.37799,0.109,0.0023335,8.4171,5.5885E-10,2.770318333,1.0337
811,4.167083333,0.506944444,8.22,0.625,8.74,-0.3416,0.049497,0.005237778,8.761,1.5123E-10,5.140136111,0.98215
812,2.361736111,0.493055556,4.79,0.6125,5.19,-0.38,0.04,0.008995556,5.2023,3.3274E-10,3.802454167,1.017
813,4.006533333,0.503333333,7.96,0.62,8.44,-0.35401,0.079005,0.005177167,8.4641,2.3888E-10,7.084493333,0.99388
814,4.168266667,0.513333333,8.12,0.618333333,8.75,-0.3379,0.0632,0.003623833,8.7639,1.3396E-10,2.284335,0.96761
815,4.583298611,0.529861111,8.65,0.648888889,9.19,-0.31999,0.055996,0.004917778,9.2073,7.0896E-11,4.757147222,0.98754
816,3.43,0.466666667,7.35,0.596296296,7.89,-0.34901,0.12501,0.008034815,7.9554,2.002E-10,2.787931481,0.95204
817,4.098875,0.504166667,8.13,0.620833333,8.62,-0.40781,0.086995,0.004550833,8.6368,1.4327E-09,13.26678194,1.0733
818,3.96275,0.504166667,7.86,0.622222222,8.36,-0.356,0.07,0.005375556,8.3825,2.501E-10,5.531894444,0.99986
819,3.749586667,0.481333333,7.79,0.616166667,8.26,-0.31999,0.05,0.008308,8.2996,6.3457E-11,8.633778333,0.93725
820,3.9187,0.496666667,7.89,0.626666667,8.29,-0.41641,0.095199,0.006388833,8.4108,1.8233E-09,18.73714333,1.0963
821,3.608,0.488888889,7.38,0.611111111,8.1,-0.346,0.057,0.006585,8.1352,1.6439E-10,1.514923611,0.96792
822,4.16524,0.5155,8.08,0.628,8.63,-0.38299,0.136,0.004036167,8.7126,7.0739E-10,2.535746667,1.0533
823,2.638222222,0.515277778,5.12,0.629166667,5.56,-0.36501,0.098004,0.006886667,5.5815,2.3519E-10,2.853441667,1.0268
824,3.959388889,0.473611111,8.36,0.561111111,9.15,-0.3851,0.075301,0.0016975,9.1742,7.2551E-10,1.210759722,0.94101
825,3.6686,0.470333333,7.8,0.6115,8.48,-0.35001,0.06,0.008951333,8.5133,2.0103E-10,2.279743333,0.97397
826,4.582725,0.5075,9.03,0.632083333,9.32,-0.34301,0.072897,0.005481667,9.4906,1.791E-10,12.20747917,0.99653
828,2.3613,0.51,4.63,0.615,4.96,-0.42369,0.061694,0.005062222,4.9634,1.2697E-09,7.410968056,1.0846
829,4.0921,0.503333333,8.13,0.63,8.55,-0.44299,0.049006,0.005446,8.6792,3.7864E-09,14.34215,1.138
830,4.237245833,0.502638889,8.43,0.627638889,8.89,-0.33001,0.05,0.006091806,8.986,1.0049E-10,4.172322222,0.96942
831,4.035555556,0.504444444,8,0.6225,8.56,-0.41,0.13,0.00472375,8.5671,1.6082E-09,5.695093056,1.0825
832,3.680994444,0.481805556,7.64,0.601388889,8.43,-0.407,0.040996,0.005556944,8.464,1.2633E-09,1.379761111,1.037
833,3.404944444,0.463888889,7.34,0.595833333,7.89,-0.35599,0.07,0.008369861,7.9304,2.3584E-10,3.268827778,0.95771
834,3.835066667,0.489166667,7.84,0.620166667,8.31,-0.32999,0.06,0.007543833,8.3254,9.5075E-11,11.192755,0.95829
835,4.041890625,0.4959375,8.15,0.616770833,8.63,-0.3281,0.039594,0.005950625,8.6401,8.8961E-11,10.24529167,0.94915
836,3.681333333,0.488888889,7.53,0.609027778,8.39,-0.34461,0.037497,0.006156111,8.4395,1.5595E-10,1.044165278,0.96194
837,3.7465,0.491666667,7.62,0.611666667,8.29,-0.41,0.06,0.005435,8.3193,1.4062E-09,2.092223333,1.0597
839,2.574097222,0.509722222,5.05,0.622222222,5.33,-0.3929,0.075797,0.006605417,5.3482,5.5075E-10,21.55853194,1.0534
840,2.602666667,0.533333333,4.88,0.6375,5.38,-0.37869,0.069405,0.004466146,5.3915,3.4204E-10,2.096422917,1.0593
841,3.701471429,0.49952381,7.41,0.606428571,7.97,-0.32835,0.054956,0.004589286,7.994,8.4268E-11,2.494447619,0.93499
842,4.06335,0.493125,8.24,0.62125,8.63,-0.3397,0.042294,0.0067075,8.6821,1.3889E-10,30.336925,0.97281
843,4.168546667,0.504666667,8.26,0.640166667,8.68,-0.32814,0.057442,0.00745,8.7732,9.277E-11,6.298566667,0.98638
844,3.609444444,0.494444444,7.3,0.622222222,7.86,-0.38181,0.052901,0.006984306,7.8807,5.4654E-10,3.619927778,1.0363
846,4.026,0.508333333,7.92,0.620833333,8.5,-0.34101,0.047,0.004711528,8.5132,1.4266E-10,3.024994444,0.97485
847,4.033736667,0.502333333,8.03,0.623,8.42,-0.33999,0.02,0.005808167,8.4978,1.3249E-10,8.639036667,0.97479
848,4.0975,0.496666667,8.25,0.621111111,8.72,-0.3534,0.072638,0.006040278,8.7684,2.4002E-10,8.445490278,0.99433
849,4.25195,0.511666667,8.31,0.639333333,8.94,-0.3232,0.0383,0.006377667,8.9607,7.5651E-11,2.753526667,0.97695
850,4.280166667,0.508333333,8.42,0.626666667,8.95,-0.33689,0.035799,0.005170167,8.9789,1.2745E-10,4.660753333,0.9771
851,4.024833333,0.516666667,7.79,0.634722222,8.5,-0.43451,0.076106,0.004323056,8.517,3.0112E-09,2.040238889,1.1371
852,3.963958333,0.498611111,7.95,0.622222222,8.53,-0.35,0.05,0.006140972,8.5445,1.995E-10,3.601859722,0.99012
853,3.83391,0.5195,7.38,0.618,8.11,-0.38201,0.045993,0.002476667,8.1239,5.5536E-10,1.443353333,1.0301
854,4.234375,0.520833333,8.13,0.6425,8.73,-0.388,0.047995,0.004997361,8.773,7.3676E-10,2.858081944,1.0791
855,4.138097222,0.515972222,8.02,0.613055556,8.6,-0.33149,0.062605,0.002718472,8.6999,1.0355E-10,1.577431944,0.95033
856,2.3625,0.486111111,4.86,0.611111111,5.15,-0.33741,0.042505,0.010924028,5.1943,7.5825E-11,6.585825,0.95402
857,2.8455,0.525,5.42,0.644444444,5.81,-0.37091,0.064699,0.007233611,5.8328,2.8698E-10,4.745106944,1.0579
858,4.08397,0.502333333,8.13,0.621166667,8.73,-0.34899,0.029003,0.005382,8.745,1.9054E-10,3.13758,0.98575
859,4.028025,0.520416667,7.74,0.616666667,8.42,-0.36421,0.064394,0.002274306,8.431,3.2813E-10,1.740776389,1.0032
860,3.800106667,0.505333333,7.52,0.627666667,7.97,-0.33999,0.06,0.006327333,8.0008,1.3245E-10,7.047731667,0.98457
861,3.32879,0.4715,7.06,0.606666667,7.72,-0.3778,0.051049,0.008728167,7.753,4.6756E-10,2.044258333,1.0051
862,3.835,0.491666667,7.8,0.613333333,8.45,-0.37,0.06,0.005919167,8.4631,4.0011E-10,2.466171667,1.0054
863,2.5025,0.505555556,4.95,0.627777778,5.23,-0.37091,0.064704,0.009117917,5.2443,2.5977E-10,26.70690278,1.03
864,4.152222222,0.513888889,8.08,0.630555556,8.6,-0.34099,0.047,0.005047222,8.6077,1.4482E-10,5.670227778,0.98982
865,4.0845,0.525,7.78,0.627,8.32,-0.35641,0.053726,0.003035333,8.327,2.4522E-10,3.59446,1.0073
866,2.57125,0.504166667,5.1,0.625,5.5,-0.38051,0.072309,0.008384583,5.5102,3.7669E-10,4.535168056,1.0404
867,3.428444444,0.492592593,6.96,0.601851852,7.8,-0.324,0.039,0.005268889,7.8423,6.6821E-11,0.970968519,0.92204
868,4.101180556,0.506944444,8.09,0.620833333,8.6,-0.42591,0.096198,0.004008194,8.6149,2.4702E-09,9.388848611,1.1001
869,3.83635,0.485,7.91,0.61,8.73,-0.34,0.07,0.006593333,8.7768,1.451E-10,1.229895,0.95862
870,3.61375,0.491666667,7.35,0.613888889,8.06,-0.31,0.02,0.006949167,8.1196,3.8897E-11,1.350222222,0.91876
871,2.6061,0.51,5.11,0.616666667,5.53,-0.39051,0.057902,0.005344375,5.539,5.1064E-10,3.486308333,1.0402
872,3.751416667,0.491666667,7.63,0.59,8.55,-0.36,0.06,0.003058167,8.5793,2.8315E-10,0.892255,0.95468
873,2.709416667,0.508333333,5.33,0.622222222,5.69,-0.3871,0.072004,0.006573889,5.7221,4.8414E-10,5.064434722,1.0452
874,4.030208333,0.506944444,7.95,0.619444444,8.49,-0.367,0.124,0.0044475,8.498,4.0107E-10,4.756027778,1.0147
875,4.118527778,0.498611111,8.26,0.627777778,8.74,-0.4127,0.083295,0.006,8.8214,1.6848E-09,10.64154583,1.0922
876,4.0975625,0.515416667,7.95,0.624305556,8.61,-0.37001,0.06,0.003803056,8.6254,4.0727E-10,2.123769444,1.0235
877,3.91644,0.516,7.59,0.625,8.26,-0.3564,0.053729,0.004114333,8.2785,2.4183E-10,1.833281667,1.0046
878,3.955444444,0.509722222,7.76,0.613888889,8.43,-0.38471,0.080297,0.003242222,8.4563,6.6727E-10,1.829454167,1.0289
879,4.083619792,0.497395833,8.21,0.620104167,8.67,-0.37346,0.010081,0.005685938,8.7437,4.3453E-10,6.238335417,1.0178
880,3.582716667,0.478333333,7.49,0.608333333,8.27,-0.37781,0.051052,0.007378667,8.3139,4.9878E-10,1.389918333,1.0083
881,3.75,0.5,7.5,0.6,8.05,-0.384,0.056,0.003074583,8.0576,6.0315E-10,3.260622222,1.0026
882,3.854666667,0.491666667,7.84,0.614583333,8.58,-0.33,0.02,0.006415417,8.6168,9.0814E-11,1.502920833,0.94822
883,4.040925,0.522083333,7.74,0.627916667,8.54,-0.34001,0.02,0.003664375,8.5656,1.3058E-10,1.2231,0.9837
884,4.213583333,0.491666667,8.57,0.626666667,9.1,-0.3,0.044,0.007588667,9.111,3.084E-11,7.926596667,0.92381
885,3.821111111,0.502777778,7.6,0.625,8.2,-0.32,0.03,0.006455972,8.2545,6.0313E-11,2.050804167,0.95008
886,3.9984,0.51,7.84,0.625,8.38,-0.356,0.07,0.0048925,8.3895,2.4998E-10,4.336865,1.0044
887,2.5725,0.525,4.9,0.625,5.4,-0.42311,0.031519,0.003127917,5.4584,1.3076E-09,1.704570833,1.1016
889,3.93525,0.495,7.95,0.623333333,8.54,-0.31901,0.042998,0.0070745,8.6003,6.1966E-11,2.39167,0.94677
890,2.428236111,0.498611111,4.87,0.620833333,5.43,-0.38911,0.047385,0.008959306,5.4233,4.6879E-10,2.051645833,1.0454
891,4,0.5,8,0.613333333,8.7,-0.31522,0.015632,0.005113833,8.8061,5.1991E-11,1.259155,0.92534
892,3.692211111,0.493611111,7.48,0.614444444,8.27,-0.3323,0.087388,0.006327917,8.3127,1.0602E-10,1.226255556,0.95575
893,3.819791667,0.509305556,7.5,0.611111111,8.4,-0.32,0.07,0.003642361,8.4335,6.4815E-11,0.914359722,0.93245
894,3.752466667,0.501666667,7.48,0.613333333,8.2,-0.38712,0.058585,0.004448833,8.2359,6.7898E-10,1.509591667,1.0304
895,3.956541667,0.490277778,8.07,0.623611111,8.44,-0.41871,0.094502,0.006778333,8.5501,1.9657E-09,40.13408194,1.0938
896,3.5578125,0.46875,7.59,0.60625,8.19,-0.32801,0.065604,0.008984167,8.2143,8.7156E-11,3.030970833,0.93472
897,4.335845,0.5095,8.51,0.630666667,8.96,-0.3444,0.084799,0.0053485,9.0225,1.8222E-10,6.959695,0.99722
898,4.031805556,0.496527778,8.12,0.627777778,8.55,-0.3781,0.087497,0.006736111,8.5974,5.5887E-10,19.32539444,1.0419
899,3.790393939,0.506060606,7.49,0.606969697,8.1,-0.3342,0.05758,0.003566061,8.1139,1.0692E-10,2.077384848,0.94439
900,3.750666667,0.483333333,7.76,0.6,8.33,-0.359,0.063001,0.005607167,8.3494,2.7292E-10,3.281808333,0.96814
901,4.146125,0.5125,8.09,0.635416667,8.59,-0.34287,0.024924,0.005811354,8.609,1.5015E-10,6.792027083,0.99881
902,3.675333333,0.496666667,7.4,0.608333333,8.12,-0.37,0.08,0.004766,8.1455,3.9413E-10,1.516343333,0.99901
903,4.166818519,0.506296296,8.23,0.622407407,8.78,-0.33939,0.070421,0.005012222,8.8151,1.4441E-10,3.455888889,0.97627
904,2.570638889,0.497222222,5.17,0.614027778,5.59,-0.3682,0.045903,0.00789625,5.6021,2.4394E-10,3.655113889,1.003
905,4.377356944,0.529305556,8.27,0.632083333,9.12,-0.32997,0.05,0.0030375,9.1442,1.0052E-10,1.144944444,0.97738
906,3.959916667,0.508333333,7.79,0.622222222,8.21,-0.37141,0.039306,0.004697917,8.2796,4.0082E-10,6.317677778,1.0202
907,4.032666667,0.511111111,7.89,0.621944444,8.51,-0.35601,0.07,0.004299167,8.5248,2.5293E-10,2.4724,0.99986
908,3.68145,0.505,7.29,0.615,8.3,-0.32401,0.027,0.004836528,8.3535,6.9186E-11,0.750134722,0.94191
909,4.0528,0.496666667,8.16,0.621666667,8.67,-0.36,0.05,0.0061045,8.7308,2.9E-10,4.093701667,1.0036
910,3.946666667,0.493333333,8,0.62,8.45,-0.36,0.07,0.006495167,8.5197,2.9226E-10,6.634536667,1.002
911,3.957916667,0.491666667,8.05,0.614583333,8.81,-0.31,0.02,0.006431667,8.8867,4.253E-11,1.238854167,0.91976
912,3.799233333,0.488333333,7.78,0.615,8.39,-0.3481,0.042205,0.006855833,8.4103,1.8087E-10,2.838901667,0.97557
913,3.888277778,0.497222222,7.82,0.618055556,8.86,-0.3816,0.064898,0.005420694,8.9203,6.1149E-10,0.796116667,1.0319
914,3.913733333,0.496666667,7.88,0.62,8.51,-0.34809,0.042197,0.006198667,8.5309,1.8316E-10,2.522301667,0.98356
915,3.835,0.5,7.67,0.6,8.59,-0.3825,0.066997,0.002864667,8.6164,6.1303E-10,0.930876667,1.0028
916,3.917066667,0.493333333,7.94,0.612,8.56,-0.35003,0.059988,0.005618167,8.5783,2.0302E-10,2.627481667,0.97467
917,3.835395,0.489833333,7.83,0.6165,8.42,-0.33401,0.065629,0.006914833,8.4578,1.1233E-10,2.695816667,0.95916
918,4.0209625,0.494583333,8.13,0.61625,8.59,-0.36359,0.010442,0.005764479,8.6365,3.0752E-10,9.10849375,0.99731
919,3.41775,0.465,7.35,0.596666667,7.89,-0.35601,0.07,0.008303,7.928,2.3594E-10,3.618711667,0.95899
920,3.611805556,0.486111111,7.43,0.615277778,8.04,-0.34411,-0.008694,0.007602917,8.0641,1.384E-10,2.533941667,0.9673
921,3.336025,0.481388889,6.93,0.6,7.49,-0.32991,0.021402,0.006903611,7.5105,7.9614E-11,2.520961111,0.92533
922,3.9368,0.518,7.6,0.618,8.41,-0.35809,0.033496,0.002856333,8.4305,2.5104E-10,1.171158333,0.99509
923,3.4282,0.468333333,7.32,0.605,7.84,-0.44399,0.059005,0.008117833,7.8584,3.5728E-09,11.317715,1.095
925,3.46125,0.4875,7.1,0.598055556,7.81,-0.4421,0.050397,0.004263611,7.8303,3.2949E-09,1.637652778,1.0806
926,4.290458333,0.527083333,8.14,0.632916667,8.74,-0.33999,0.02,0.003487292,8.7442,1.3528E-10,2.85135,0.99068
928,3.83548,0.505333333,7.59,0.6205,8.06,-0.37599,0.034504,0.004984167,8.1049,4.5291E-10,5.06364,1.0237
929,4.021333333,0.483333333,8.32,0.620972222,8.92,-0.33999,0.06,0.007873056,8.9357,1.4769E-10,4.463713889,0.97418
930,3.970791667,0.505833333,7.85,0.625729167,8.35,-0.34287,0.024922,0.005731042,8.3643,1.457E-10,5.992976042,0.9836
931,3.752466667,0.501666667,7.48,0.613333333,8.2,-0.3522,0.087695,0.004804167,8.2171,2.1773E-10,1.561848333,0.9822
932,3.799490741,0.49537037,7.67,0.613333333,8.34,-0.36301,0.089005,0.005518704,8.3633,3.248E-10,1.973542593,0.99743
933,3.9,0.5078125,7.68,0.618854167,8.15,-0.36719,0.044074,0.004433958,8.2215,3.4566E-10,3.404661458,1.0091
934,3.75516,0.513,7.32,0.617,7.82,-0.37399,0.11,0.003509667,7.8389,4.5715E-10,3.93092,1.02
935,2.43,0.5,4.86,0.622222222,5.17,-0.324,0.041006,0.0101575,5.2156,4.5608E-11,4.817091667,0.95207
936,4.375,0.520833333,8.4,0.643055556,9.09,-0.38421,0.034004,0.004917639,9.1435,6.6329E-10,1.882851389,1.0738
937,4.180258333,0.509166667,8.21,0.628333333,8.7,-0.337,0.054,0.005386167,8.7295,1.2823E-10,6.295655,0.9809
938,4,0.5,8,0.625,8.96,-0.4092,0.0801,0.005524833,9.0099,1.5127E-09,0.991061667,1.0843
939,2.431416667,0.497222222,4.89,0.615277778,5.3,-0.38711,0.072,0.008274306,5.3118,4.4853E-10,3.7195125,1.0339
940,3.915,0.5,7.83,0.6,8.77,-0.409,0.045006,0.0025565,8.794,1.3924E-09,0.932888333,1.0384
941,3.91925,0.508333333,7.71,0.616666667,8.4,-0.40489,0.0825,0.003606,8.4159,1.2564E-09,1.899531667,1.0627
942,3.89,0.5,7.78,0.616666667,8.33,-0.35599,0.07,0.005318611,8.3411,2.4834E-10,3.994695833,0.99105
943,4.041890625,0.4959375,8.15,0.616770833,8.63,-0.37345,0.010081,0.005529479,8.6802,4.3106E-10,6.144432292,1.0123
944,3.8660125,0.48875,7.91,0.62125,8.48,-0.32001,0.05,0.007724028,8.562,6.518E-11,2.318811111,0.94569
945,2.708933333,0.513055556,5.28,0.628888889,5.58,-0.32999,0.05,0.007773194,5.6046,6.2844E-11,9.287897222,0.97127
946,4.175555556,0.521944444,8,0.625972222,8.82,-0.33002,0.05,0.003420833,8.8455,9.7439E-11,1.183251389,0.96799
947,3.9825,0.491666667,8.1,0.615925926,8.67,-0.389,0.112,0.005838519,8.7254,8.2965E-10,3.221153704,1.0399
948,4.161388889,0.493055556,8.44,0.625416667,8.95,-0.34,0.06,0.007002361,8.9952,1.489E-10,6.039909722,0.98105
949,3.9996,0.495,8.08,0.603333333,8.88,-0.37801,0.082601,0.003912667,8.9062,5.6456E-10,1.328051667,1.0023
951,4.337666667,0.513333333,8.45,0.631666667,8.9,-0.361,0.019404,0.004862833,8.9737,2.9558E-10,5.804771667,1.0191
952,3.609833333,0.497222222,7.26,0.605555556,8.1,-0.34661,0.054802,0.004600694,8.1361,1.6603E-10,1.0328875,0.96044
953,2.430763889,0.493055556,4.93,0.601388889,5.23,-0.34661,0.037495,0.007147917,5.2516,1.0673E-10,7.578172222,0.95137
954,3.746868056,0.492361111,7.61,0.605833333,8.08,-0.35399,0.081002,0.005199583,8.1325,2.2952E-10,4.212591667,0.97147
957,3.609477778,0.458055556,7.88,0.572361111,8.42,-0.32871,0.056544,0.005984444,8.4323,9.0875E-11,4.113147222,0.88274
958,3.747222222,0.493055556,7.6,0.615277778,8.25,-0.36,0.06,0.006209444,8.2737,2.7736E-10,2.160405556,0.99436
959,4.307688889,0.522777778,8.24,0.634027778,8.82,-0.346,0.101,0.004067222,8.8406,1.9311E-10,3.134470833,1.0063
960,4.025,0.5,8.05,0.622222222,8.76,-0.33,0.06,0.006017778,8.7901,9.9084E-11,1.749308333,0.96229
961,2.431825,0.50875,4.78,0.610972222,5.17,-0.3616,0.041509,0.005335,5.178,1.7845E-10,3.467754167,0.98852
962,3.654444444,0.481481481,7.59,0.605555556,8.07,-0.34,0.07,0.00692,8.1258,1.3617E-10,4.130103704,0.95062
963,3.834266667,0.496666667,7.72,0.616666667,8.32,-0.34619,0.07,0.005919333,8.3379,1.7463E-10,2.749638333,0.97721
964,3.963555556,0.505555556,7.84,0.618055556,8.45,-0.34101,0.047006,0.004772083,8.544,1.4196E-10,1.6252375,0.97098
965,3.401,0.475,7.16,0.57,8.05,-0.35231,0.083466,0.003225667,8.029,2.1124E-10,0.985956667,0.9135
966,4.14634375,0.498958333,8.31,0.6225,8.77,-0.3281,0.039601,0.006109688,8.7882,9.0554E-11,14.76052813,0.95791
967,4.1756,0.52,8.03,0.631666667,8.4,-0.3957,0.070202,0.003835333,8.5106,9.4901E-10,15.47617833,1.0731
968,4.16655,0.4925,8.46,0.625972222,8.91,-0.343,0.072896,0.007100972,8.991,1.6932E-10,6.694591667,0.98701
969,4.26,0.525925926,8.1,0.635185185,8.55,-0.34,0.05,0.003958333,8.5961,1.4006E-10,5.504822222,0.99582
