,f,TF,Rs,Ls,Csh,Gsh,C0,G0,CHL,GHL,Case_name
943,87.70008211,-92.13865255,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
944,87.90225168,-92.16075707,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
945,88.1048873,-92.18287184,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
946,88.30799004,-92.20499691,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
947,88.51156098,-92.22713232,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
948,88.7156012,-92.24927813,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
949,88.92011179,-92.2714344,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
950,89.12509381,-92.29360117,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
951,89.33054837,-92.31577851,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
952,89.53647655,-92.33796647,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
953,89.74287945,-92.36016509,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
954,89.94975815,-92.38237444,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
955,90.15711376,-92.40459457,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
956,90.36494737,-92.42682554,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
957,90.57326009,-92.44906740000002,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
958,90.78205302,-92.47132021,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
959,90.99132726,-92.49358402,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
960,91.20108394,-92.5158589,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
961,91.41132415,-92.53814489,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
962,91.62204901,-92.56044206,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
963,91.83325965,-92.58275046,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
964,92.04495718,-92.60507016,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
965,92.25714272,-92.6274012,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
966,92.46981739,-92.64974365,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
967,92.68298234,-92.67209757,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
968,92.89663868,-92.69446302,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
969,93.11078755,-92.71684005,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
970,93.32543008,-92.73922874,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
971,93.54056741,-92.76162912,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
972,93.75620069,-92.78404128,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
973,93.97233106,-92.80646526,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
974,94.18895965,-92.82890114,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
975,94.40608763,-92.85134897,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
976,94.62371614,-92.87380881,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
977,94.84184633,-92.89628073,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
978,95.06047937,-92.91876478,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
979,95.27961640000001,-92.94126105,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
980,95.49925859999999,-92.96376957,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
981,95.71940713,-92.98629043,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
982,95.94006315,-93.00882368,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
983,96.16122784,-93.0313694,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
984,96.38290236,-93.05392763,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
985,96.6050879,-93.07649846,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
986,96.82778563,-93.09908194,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
987,97.05099672,-93.12167815,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
988,97.27472238,-93.14428714,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
989,97.49896377,-93.16690899,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
990,97.72372209999999,-93.18954376,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
991,97.94899854,-93.21219152,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
992,98.1747943,-93.23485235,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
993,98.40111058,-93.25752629,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
994,98.62794856,-93.28021344,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
995,98.85530947,-93.30291385,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
996,99.08319449,-93.32562759999999,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
997,99.31160484,-93.34835475,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
998,99.54054174,-93.37109538,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
999,99.77000638,-93.39384956,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1000,100.0,-93.41661735,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1001,100.2305238,-93.43939884,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1002,100.461579,-93.46219409,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1003,100.69316690000001,-93.48500317,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1004,100.92528859999999,-93.50782616,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1005,101.1579454,-93.53066314,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1006,101.39113859999999,-93.55351417,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1007,101.6248693,-93.57637933,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1008,101.8591388,-93.59925870000001,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1009,102.0939484,-93.62215235,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1010,102.32929920000001,-93.64506035,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1011,102.5651926,-93.66798279,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1012,102.8016298,-93.69091974,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1013,103.038612,-93.71387127,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1014,103.27614059999999,-93.73683747,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1015,103.5142167,-93.75981841,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1016,103.7528416,-93.78281418,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1017,103.9920166,-93.80582484,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1018,104.2317429,-93.82885048,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1019,104.4720219,-93.85189118,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1020,104.71285479999999,-93.87494702,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1021,104.9542429,-93.89801808,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1022,105.19618740000001,-93.92110444,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1023,105.43868959999999,-93.94420619,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1024,105.68175090000001,-93.96732340000001,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1025,105.92537250000001,-93.99045617,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1026,106.1695557,-94.01360456,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1027,106.41430179999999,-94.03676867,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1028,106.6596121,-94.05994858,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1029,106.9054879,-94.08314438,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1030,107.15193049999999,-94.10635615,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1031,107.3989412,-94.12958398,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1032,107.64652140000001,-94.15282795,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1033,107.8946722,-94.17608815,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1034,108.14339509999999,-94.19936467,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1035,108.3926914,-94.22265759,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1036,108.6425624,-94.24596701,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1037,108.89300929999999,-94.26929302,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1038,109.14403359999999,-94.29263569,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1039,109.39563659999999,-94.31599514,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1040,109.6478196,-94.33937143,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1041,109.90058390000002,-94.36276468,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1042,110.153931,-94.38617496,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1043,110.40786200000001,-94.40960237,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1044,110.6623784,-94.433047,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1045,110.9174815,-94.45650895,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1046,111.1731727,-94.47998832,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1047,111.4294534,-94.50348519,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1048,111.6863248,-94.52699966,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1049,111.9437883,-94.55053183,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1050,112.20184540000001,-94.57408179,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1051,112.46049740000002,-94.59764965,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1052,112.7197456,-94.62123549,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1053,112.9795915,-94.64483942,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1054,113.24003629999999,-94.66846154,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1055,113.50108159999999,-94.69210195,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1056,113.76272859999999,-94.71576074,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1057,114.0249788,-94.73943802,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1058,114.28783349999999,-94.76313389,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1059,114.55129409999999,-94.78684845,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1060,114.8153621,-94.8105818,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1061,115.08003889999999,-94.83433406,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1062,115.3453258,-94.85810531,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1063,115.61122420000001,-94.88189567,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1064,115.8777356,-94.90570524,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1065,116.14486140000001,-94.92953413,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1066,116.41260290000001,-94.95338245,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1067,116.68096170000001,-94.97725030000001,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1068,116.94993909999998,-95.00113779,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1069,117.2195366,-95.02504503,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1070,117.48975549999999,-95.04897212,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1071,117.76059740000002,-95.07291919,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1072,118.0320636,-95.09688634,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1073,118.30415559999999,-95.12087368,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1074,118.57687479999998,-95.14488132,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1075,118.85022269999999,-95.16890938,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1076,119.1242008,-95.19295798,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1077,119.3988104,-95.21702722,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1078,119.6740531,-95.24111722,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1079,119.9499303,-95.26522809,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1080,120.2264435,-95.28935997,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1081,120.50359399999999,-95.31351295,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1082,120.78138349999999,-95.33768716,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1083,121.05981340000001,-95.36188273,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1084,121.338885,-95.38609976,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1085,121.6186001,-95.41033838,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1086,121.89895990000002,-95.43459872,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1087,122.179966,-95.45888088,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1088,122.4616199,-95.48318501,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1089,122.74392309999999,-95.50751121,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1090,123.0268771,-95.53185963,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1091,123.31048329999999,-95.55623037,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1092,123.59474329999999,-95.58062357,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1093,123.87965870000001,-95.60503935,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1094,124.16523079999999,-95.62947785,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1095,124.4514612,-95.65393918,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1096,124.7383514,-95.67842349,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1097,125.025903,-95.7029309,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1098,125.31411750000001,-95.72746155,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1099,125.60299640000001,-95.75201555,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1100,125.8925412,-95.77659306,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1101,126.18275349999999,-95.8011942,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1102,126.4736347,-95.82581911,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1103,126.76518659999999,-95.85046792,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1104,127.0574105,-95.87514078,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1105,127.3503081,-95.89983781,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1106,127.64388090000001,-95.92455916,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1107,127.9381304,-95.94930496,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1108,128.23305829999998,-95.97407537,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1109,128.528666,-95.99887051,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1110,128.8249552,-96.02369053,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1111,129.1219274,-96.04853558,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1112,129.4195841,-96.07340579999999,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1113,129.7179271,-96.09830133,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1114,130.0169578,-96.12322233,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1115,130.31667779999998,-96.14816893,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1116,130.6170888,-96.17314129,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1117,130.9181923,-96.19813955,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1118,131.2199899,-96.22316388,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1119,131.52248319999998,-96.24821441,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1120,131.8256739,-96.2732913,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1121,132.1295634,-96.29839471,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1122,132.43415349999998,-96.32352478,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1123,132.7394458,-96.34868168,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1124,133.04544180000002,-96.37386556,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1125,133.3521432,-96.39907659,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1126,133.6595517,-96.42431491,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1127,133.9676687,-96.44958069,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1128,134.2764961,-96.47487409,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1129,134.58603540000001,-96.50019527,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1130,134.8962883,-96.5255444,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1131,135.2072563,-96.55092164,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1132,135.51894119999997,-96.57632716,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1133,135.8313447,-96.60176112,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1134,136.14446819999998,-96.62722369,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1135,136.4583137,-96.65271504,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1136,136.7728826,-96.67823534,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1137,137.0881766,-96.70378477,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1138,137.4041975,-96.72936349,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1139,137.7209469,-96.75497169,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1140,138.03842649999999,-96.78060953,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1141,138.3566379,-96.80627719,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1142,138.67558290000002,-96.83197485,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1143,138.99526310000002,-96.8577027,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1144,139.3156803,-96.8834609,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1145,139.6368361,-96.90924965,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1146,139.9587323,-96.93506912,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1147,140.2813705,-96.96091951,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1148,140.6047524,-96.98680098,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1149,140.9288798,-97.01271375,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1150,141.25375449999999,-97.03865798,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1151,141.579378,-97.06463387,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1152,141.9057522,-97.09064162,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1153,142.2328787,-97.11668142,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1154,142.5607594,-97.14275345,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1155,142.8893959,-97.16885792,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1156,143.2187899,-97.19499502,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1157,143.54894330000002,-97.22116495,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1158,143.87985780000002,-97.24736791,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1159,144.2115352,-97.27360411,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1160,144.5439771,-97.29987374,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1161,144.8771854,-97.32617701,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1162,145.2111618,-97.35251412,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1163,145.5459081,-97.37888529,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1164,145.881426,-97.40529071,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1165,146.2177174,-97.43173061,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1166,146.5547841,-97.45820519,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1167,146.8926278,-97.48471468,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1168,147.23125019999998,-97.51125927,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1169,147.5706533,-97.53783919,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1170,147.9108388,-97.56445467,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1171,148.2518085,-97.59110591,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1172,148.5935642,-97.61779314,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1173,148.93610780000003,-97.64451659,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1174,149.279441,-97.67127647,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1175,149.6235656,-97.69807302,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1176,149.96848359999998,-97.72490647,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1177,150.3141966,-97.75177704,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1178,150.6607066,-97.77868498,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1179,151.0080154,-97.8056305,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1180,151.3561248,-97.83261385,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1181,151.7050367,-97.85963527,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1182,152.054753,-97.88669499,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1183,152.4052754,-97.91379326,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1184,152.75660580000002,-97.94093032,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
1185,153.10874619999998,-97.96810641,1.0,40.0,2.35,6.45,20.0,140.0,50.0,350.0,10_KVA_HV
