f,TF,Rs,Ls,Csh,Gsh,C0,G0,CHL,GHL,Case_name
918332.5965,-47.72604943,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
920449.5718,-47.70601161,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
922571.4272,-47.68597405,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
924698.1739,-47.66593675,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
926829.8234,-47.64589971,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
928966.3868,-47.62586294,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
931107.8755,-47.60582642,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
933254.3008,-47.58579017,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
935405.6741,-47.56575417,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
937562.0069,-47.54571842,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
939723.3106,-47.52568293,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
941889.5965,-47.5056477,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
944060.8763,-47.48561272,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
946237.1614,-47.465578,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
948418.4633,-47.44554352,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
950604.7937,-47.4255093,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
952796.164,-47.40547533,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
954992.586,-47.38544161,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
957194.0713,-47.36540814,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
959400.6315,-47.34537491,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
961612.2784,-47.32534193,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
963829.0236,-47.3053092,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
966050.879,-47.28527671,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
968277.8563,-47.26524447,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
970509.9672,-47.24521247,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
972747.2238,-47.22518071,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
974989.6377,-47.2051492,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
977237.221,-47.18511793,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
979489.9854,-47.1650869,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
981747.943,-47.1450561,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
984011.1058,-47.12502555,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
986279.4856,-47.10499523,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
988553.0947,-47.08496516,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
990831.9449,-47.06493531,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
993116.0484,-47.04490571,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
995405.4174,-47.02487634,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
997700.0638,-47.0048472,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1000000,-46.9848183,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1002305.238,-46.96478963,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1004615.79,-46.94476119,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1006931.669,-46.92473298,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1009252.886,-46.90470501,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1011579.454,-46.88467726,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1013911.386,-46.86464975,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1016248.693,-46.84462246,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1018591.388,-46.8245954,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1020939.484,-46.80456857,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1023292.992,-46.78454196,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1025651.926,-46.76451558,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1028016.298,-46.74448943,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1030386.12,-46.7244635,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1032761.406,-46.70443779,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1035142.167,-46.68441231,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1037528.416,-46.66438705,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1039920.166,-46.64436201,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1042317.429,-46.62433719,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1044720.219,-46.6043126,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1047128.548,-46.58428822,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1049542.429,-46.56426406,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1051961.874,-46.54424013,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1054386.896,-46.52421641,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1056817.509,-46.50419291,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1059253.725,-46.48416962,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1061695.557,-46.46414655,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1064143.018,-46.4441237,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1066596.121,-46.42410106,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1069054.879,-46.40407864,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1071519.305,-46.38405644,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1073989.412,-46.36403444,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1076465.214,-46.34401266,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1078946.722,-46.32399109,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1081433.951,-46.30396974,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1083926.914,-46.28394859,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1086425.624,-46.26392766,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1088930.093,-46.24390694,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1091440.336,-46.22388642,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1093956.366,-46.20386612,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1096478.196,-46.18384603,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1099005.839,-46.16382614,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1101539.31,-46.14380646,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1104078.62,-46.12378699,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1106623.784,-46.10376773,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1109174.815,-46.08374867,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1111731.727,-46.06372982,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1114294.534,-46.04371117,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1116863.248,-46.02369273,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1119437.883,-46.0036745,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1122018.454,-45.98365646,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1124604.974,-45.96363864,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1127197.456,-45.94362101,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1129795.915,-45.92360359,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1132400.363,-45.90358637,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1135010.816,-45.88356935,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1137627.286,-45.86355253,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1140249.788,-45.84353592,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1142878.335,-45.8235195,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1145512.941,-45.80350329,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1148153.621,-45.78348727,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1150800.389,-45.76347146,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1153453.258,-45.74345584,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1156112.242,-45.72344042,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1158777.356,-45.7034252,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1161448.614,-45.68341018,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1164126.029,-45.66339535,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1166809.617,-45.64338073,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1169499.391,-45.6233663,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1172195.366,-45.60335206,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1174897.555,-45.58333802,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1177605.974,-45.56332418,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1180320.636,-45.54331053,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1183041.556,-45.52329708,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1185768.748,-45.50328382,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1188502.227,-45.48327076,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1191242.008,-45.46325789,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1193988.104,-45.44324521,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1196740.531,-45.42323273,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1199499.303,-45.40322044,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1202264.435,-45.38320834,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1205035.94,-45.36319644,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1207813.835,-45.34318472,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1210598.134,-45.3231732,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1213388.85,-45.30316187,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1216186.001,-45.28315073,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1218989.599,-45.26313979,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1221799.66,-45.24312903,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1224616.199,-45.22311846,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1227439.231,-45.20310809,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1230268.771,-45.1830979,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1233104.833,-45.1630879,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1235947.433,-45.14307809,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1238796.587,-45.12306847,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1241652.308,-45.10305904,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1244514.612,-45.0830498,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1247383.514,-45.06304075,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1250259.03,-45.04303188,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1253141.175,-45.0230232,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1256029.964,-45.00301471,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1258925.412,-44.98300641,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1261827.535,-44.96299829,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1264736.347,-44.94299036,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1267651.866,-44.92298262,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1270574.105,-44.90297506,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1273503.081,-44.88296769,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1276438.809,-44.86296051,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1279381.304,-44.84295351,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1282330.583,-44.8229467,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1285286.66,-44.80294007,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1288249.552,-44.78293363,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1291219.274,-44.76292737,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1294195.841,-44.7429213,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1297179.271,-44.72291541,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1300169.578,-44.70290971,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1303166.778,-44.68290419,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1306170.888,-44.66289886,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1309181.923,-44.64289371,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1312199.899,-44.62288874,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1315224.832,-44.60288396,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1318256.739,-44.58287937,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1321295.634,-44.56287495,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1324341.535,-44.54287072,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1327394.458,-44.52286667,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1330454.418,-44.50286281,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1333521.432,-44.48285913,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1336595.517,-44.46285563,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1339676.687,-44.44285232,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1342764.961,-44.42284918,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1345860.354,-44.40284623,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1348962.883,-44.38284347,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1352072.563,-44.36284088,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1355189.412,-44.34283848,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1358313.447,-44.32283626,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1361444.682,-44.30283422,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1364583.137,-44.28283237,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1367728.826,-44.2628307,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1370881.766,-44.24282921,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1374041.975,-44.2228279,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1377209.469,-44.20282677,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1380384.265,-44.18282582,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1383566.379,-44.16282506,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1386755.829,-44.14282448,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1389952.631,-44.12282408,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1393156.803,-44.10282386,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1396368.361,-44.08282382,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1399587.323,-44.06282397,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1402813.705,-44.0428243,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1406047.524,-44.02282481,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1409288.798,-44.00282549,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1412537.545,-43.98282637,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1415793.78,-43.96282742,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1419057.522,-43.94282865,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1422328.787,-43.92283007,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1425607.594,-43.90283167,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1428893.959,-43.88283345,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1432187.899,-43.86283541,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1435489.433,-43.84283755,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1438798.578,-43.82283987,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1442115.352,-43.80284238,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1445439.771,-43.78284507,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1448771.854,-43.76284794,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1452111.618,-43.74285099,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1455459.081,-43.72285422,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1458814.26,-43.70285763,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1462177.174,-43.68286123,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1465547.841,-43.66286501,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1468926.278,-43.64286897,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1472312.502,-43.62287311,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1475706.533,-43.60287743,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1479108.388,-43.58288194,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1482518.085,-43.56288663,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1485935.642,-43.5428915,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1489361.078,-43.52289655,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1492794.41,-43.50290179,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1496235.656,-43.4829072,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1499684.836,-43.4629128,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1503141.966,-43.44291859,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1506607.066,-43.42292455,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1510080.154,-43.4029307,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1513561.248,-43.38293703,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1517050.367,-43.36294355,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1520547.53,-43.34295025,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1524052.754,-43.32295713,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1527566.058,-43.3029642,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1531087.462,-43.28297145,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1534616.983,-43.26297888,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1538154.64,-43.2429865,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1541700.453,-43.2229943,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1545254.44,-43.20300228,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1548816.619,-43.18301045,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1552387.01,-43.16301881,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1555965.632,-43.14302735,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1559552.503,-43.12303607,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1563147.643,-43.10304498,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1566751.07,-43.08305407,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1570362.804,-43.06306335,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1573982.864,-43.04307282,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1577611.27,-43.02308247,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1581248.039,-43.0030923,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1584893.192,-42.98310233,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1588546.749,-42.96311254,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1592208.727,-42.94312293,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1595879.147,-42.92313351,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1599558.029,-42.90314428,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1603245.391,-42.88315524,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1606941.253,-42.86316638,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1610645.635,-42.84317771,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1614358.557,-42.82318923,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1618080.038,-42.80320094,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1621810.097,-42.78321283,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1625548.756,-42.76322492,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1629296.033,-42.74323719,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1633051.948,-42.72324965,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1636816.521,-42.7032623,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1640589.773,-42.68327514,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1644371.723,-42.66328817,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1648162.392,-42.64330139,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1651961.798,-42.6233148,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1655769.963,-42.6033284,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1659586.907,-42.58334219,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1663412.65,-42.56335617,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1667247.213,-42.54337034,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1671090.614,-42.52338471,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1674942.876,-42.50339926,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1678804.018,-42.48341401,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1682674.061,-42.46342895,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1686553.025,-42.44344409,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1690440.932,-42.42345941,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1694337.8,-42.40347494,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1698243.652,-42.38349065,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1702158.508,-42.36350656,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1706082.389,-42.34352266,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1710015.315,-42.32353896,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1713957.308,-42.30355545,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1717908.387,-42.28357214,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1721868.575,-42.26358902,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1725837.892,-42.2436061,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1729816.359,-42.22362338,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1733803.998,-42.20364085,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1737800.829,-42.18365852,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1741806.873,-42.16367639,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1745822.153,-42.14369445,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1749846.689,-42.12371271,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1753880.502,-42.10373118,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1757923.614,-42.08374984,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1761976.046,-42.0637687,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1766037.821,-42.04378776,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1770108.958,-42.02380702,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1774189.481,-42.00382648,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1778279.41,-41.98384614,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1782378.767,-41.963866,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1786487.575,-41.94388606,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1790605.854,-41.92390633,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1794733.627,-41.9039268,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1798870.915,-41.88394747,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1803017.741,-41.86396835,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1807174.126,-41.84398942,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1811340.093,-41.82401071,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1815515.663,-41.8040322,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1819700.859,-41.78405389,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1823895.702,-41.76407579,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1828100.216,-41.74409789,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1832314.422,-41.7241202,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1836538.343,-41.70414272,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1840772.001,-41.68416545,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1845015.419,-41.66418838,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1849268.619,-41.64421152,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1853531.623,-41.62423487,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1857804.455,-41.60425843,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1862087.137,-41.5842822,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1866379.691,-41.56430618,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1870682.14,-41.54433037,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1874994.508,-41.52435477,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1879316.817,-41.50437939,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1883649.089,-41.48440421,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1887991.349,-41.46442925,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1892343.619,-41.44445451,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1896705.921,-41.42447997,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1901078.28,-41.40450565,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1905460.718,-41.38453155,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1909853.259,-41.36455766,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1914255.925,-41.34458399,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1918668.741,-41.32461053,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1923091.729,-41.30463729,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1927524.913,-41.28466427,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1931968.317,-41.26469146,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1936421.964,-41.24471888,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1940885.878,-41.22474651,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1945360.082,-41.20477437,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1949844.6,-41.18480244,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1954339.456,-41.16483074,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1958844.674,-41.14485926,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1963360.277,-41.124888,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
1967886.29,-41.10491696,1,40,2.35,6.45,20,140,50,350,10_KVA_HV
